schema_folder,object_name,object_kind,wiki_md,wiki_alter_exists,uc_table,uc_exists,uc_table_comment_set,uc_total_cols,uc_commented_cols,uc_tier_drift_cols,uc_col_coverage_pct,bucket
Dealing_dbo,Dealing_Duco_ActivityRecon,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Duco_ActivityRecon.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_activityrecon,yes,yes,28,28,0,100.0,OK
Dealing_dbo,Dealing_Duco_EODRecon,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Duco_EODRecon.md,yes,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_eodrecon,yes,yes,29,27,0,93.1,OK
Dealing_dbo,Dealing_ESMANetLoss,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_ESMANetLoss.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_esmanetloss,yes,no,23,20,0,87.0,NO_TABLE_COMMENT
Dealing_dbo,Dealing_Employees_Report,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Employees_Report.md,yes,main.trading.gold_sql_dp_prod_we_dealing_dbo_dealing_employees_report,yes,yes,72,69,0,95.8,OK
Dealing_dbo,Dealing_IndiciesIntraHour_Clients,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_IndiciesIntraHour_Clients.md,yes,main.general.gold_sql_dp_prod_we_dealing_dbo_dealing_indiciesintrahour_clients,yes,yes,20,20,0,100.0,OK
Dealing_dbo,Dealing_IndiciesIntraHour_Etoro,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_IndiciesIntraHour_Etoro.md,yes,main.general.gold_sql_dp_prod_we_dealing_dbo_dealing_indiciesintrahour_etoro,yes,yes,18,17,0,94.4,OK
Dealing_dbo,Dealing_Islamic_Daily_Administrative_Fee,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Islamic_Daily_Administrative_Fee.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_islamic_daily_administrative_fee,yes,no,42,32,0,76.2,NO_TABLE_COMMENT
Dealing_dbo,Dealing_Islamic_Daily_Spot_Price_Adjustment,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Islamic_Daily_Spot_Price_Adjustment.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_islamic_daily_spot_price_adjustment,yes,no,34,33,0,97.1,NO_TABLE_COMMENT
Dealing_dbo,Dealing_ManipulationReport_RealStocks,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_ManipulationReport_RealStocks.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks,yes,yes,17,14,0,82.4,OK
Dealing_dbo,Dealing_ManipulationReport_RealStocks_CID,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_ManipulationReport_RealStocks_CID.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_manipulationreport_realstocks_cid,yes,yes,21,18,0,85.7,OK
Dealing_dbo,Dealing_Marex_Recon_EODHoldings_Futures,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Marex_Recon_EODHoldings_Futures.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures,yes,yes,39,35,0,89.7,OK
Dealing_dbo,Dealing_NOP_Report,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_NOP_Report.md,yes,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_nop_report,yes,no,14,4,0,28.6,LOW_COL_COVERAGE
Dealing_dbo,Dealing_NumberofPositionsOpened_Agg,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_NumberofPositionsOpened_Agg.md,yes,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_numberofpositionsopened_agg,yes,yes,9,9,0,100.0,OK
Dealing_dbo,Dealing_RiskMatrix_V2,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,yes,yes,62,62,0,100.0,OK
Dealing_dbo,Dealing_SAXORecon_EODHoldings,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_SAXORecon_EODHoldings.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_saxorecon_eodholdings,yes,yes,36,36,0,100.0,OK
Dealing_dbo,Dealing_Staking_DailyPool,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_DailyPool.md,yes,main.finance.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_dailypool,yes,yes,6,6,0,100.0,OK
Dealing_dbo,Dealing_Staking_OptedOut,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_OptedOut.md,yes,main.finance.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_optedout,yes,yes,18,18,0,100.0,OK
Dealing_dbo,Dealing_Staking_Parameters,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Parameters.md,yes,main.finance.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_parameters,yes,yes,8,8,0,100.0,OK
Dealing_dbo,Dealing_Staking_Results,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Results.md,yes,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_results,yes,yes,24,24,0,100.0,OK
Dealing_dbo,Dealing_Staking_Summary,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Summary.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_summary,yes,yes,34,34,0,100.0,OK
Dealing_dbo,Dealing_Staking_Summary_US,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Summary_US.md,no,,no,no,0,0,0,0.0,MISSING_IN_UC
Dealing_dbo,V_Dealing_Duco_EODRecon,View,knowledge/synapse/Wiki/Dealing_dbo/Views/V_Dealing_Duco_EODRecon.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_v_dealing_duco_eodrecon,yes,yes,30,28,0,93.3,OK
EXW_Wallet,EXW_Price,Table,knowledge/synapse/Wiki/EXW_Wallet/Tables/EXW_Price.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_price,yes,yes,17,17,0,100.0,OK
EXW_Wallet,EXW_PriceDaily,Table,knowledge/synapse/Wiki/EXW_Wallet/Tables/EXW_PriceDaily.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,yes,yes,10,10,0,100.0,OK
EXW_dbo,EXW_C2F_E2E,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,yes,yes,103,102,0,99.0,OK
EXW_dbo,EXW_C2P_E2E,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,yes,yes,90,87,0,96.7,OK
EXW_dbo,EXW_CompensationClosingCountries,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_CompensationClosingCountries.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_compensationclosingcountries,yes,yes,22,22,0,100.0,OK
EXW_dbo,EXW_DimUser,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser,yes,yes,21,21,0,100.0,OK
EXW_dbo,EXW_EthFeeSent_Blockchain,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_EthFeeSent_Blockchain.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_ethfeesent_blockchain,yes,yes,19,19,0,100.0,OK
EXW_dbo,EXW_FactTransactions,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_facttransactions,yes,yes,45,45,0,100.0,OK
EXW_dbo,EXW_FinanceReportsBalancesNew,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,yes,yes,40,39,0,97.5,OK
EXW_dbo,EXW_Inventory_Snapshot_History,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_Inventory_Snapshot_History.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_inventory_snapshot_history,yes,yes,18,18,0,100.0,OK
EXW_dbo,EXW_UserSettingsWalletAllowance,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_UserSettingsWalletAllowance.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_usersettingswalletallowance,yes,yes,12,12,0,100.0,OK
EXW_dbo,EXW_V_RedeemReconciliation,View,knowledge/synapse/Wiki/EXW_dbo/Views/EXW_V_RedeemReconciliation.md,yes,main.wallet.gold_sql_dp_prod_we_exw_dbo_exw_v_redeemreconciliation,yes,yes,51,48,0,94.1,OK
EXW_dbo,EXW_WalletEntity,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletEntity.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletentity,yes,yes,17,17,0,100.0,OK
EXW_dbo,EXW_WalletInventory,Table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletInventory.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletinventory,yes,yes,19,19,0,100.0,OK
EXW_dbo,GetProviderUserIDNormalized,View,knowledge/synapse/Wiki/EXW_dbo/Views/GetProviderUserIDNormalized.md,yes,main.bi_db.gold_sql_dp_prod_we_exw_dbo_getprovideruseridnormalized,yes,yes,7,7,0,100.0,OK
eMoney_dbo,ETL_AccountsActivities,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/ETL_AccountsActivities.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_accountsactivities,yes,yes,105,105,0,100.0,OK
eMoney_dbo,ETL_SettlementsTransactions,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/ETL_SettlementsTransactions.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_settlementstransactions,yes,yes,116,116,0,100.0,OK
eMoney_dbo,FiatAccount,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/FiatAccount.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_fiataccount,yes,yes,11,11,0,100.0,OK
eMoney_dbo,eMoneyClientBalance,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoneyClientBalance.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,yes,no,75,75,0,100.0,NO_TABLE_COMMENT
eMoney_dbo,eMoney_Card_Instance_Summary,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Card_Instance_Summary.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_card_instance_summary,yes,yes,18,18,0,100.0,OK
eMoney_dbo,eMoney_Customer_Risk_Assessment,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Customer_Risk_Assessment.md,yes,main.emoney._gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,no,no,0,0,0,0.0,MISSING_IN_UC
eMoney_dbo,eMoney_Customer_Risk_Assessment_History,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Customer_Risk_Assessment_History.md,yes,main.emoney._gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,no,no,0,0,0,0.0,MISSING_IN_UC
eMoney_dbo,eMoney_Dim_Account,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,yes,yes,89,87,0,97.8,OK
eMoney_dbo,eMoney_Dim_Country_Rollout,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Country_Rollout.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_country_rollout,yes,yes,7,7,0,100.0,OK
eMoney_dbo,eMoney_Dim_Transaction,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Transaction.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction,yes,yes,77,76,0,98.7,OK
eMoney_dbo,eMoney_Fact_Transaction_Status,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Fact_Transaction_Status.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,yes,yes,77,76,0,98.7,OK
eMoney_dbo,eMoney_Panel_FirstDates,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Panel_FirstDates.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_firstdates,yes,yes,65,65,0,100.0,OK
eMoney_dbo,eMoney_Panel_Retention_Monthly,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Panel_Retention_Monthly.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_retention_monthly,yes,no,86,86,0,100.0,NO_TABLE_COMMENT
eMoney_dbo,eMoney_Reports_AcquisitionFunnel,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_AcquisitionFunnel.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnel,yes,yes,15,15,0,100.0,OK
eMoney_dbo,eMoney_Reports_AcquisitionFunnelAggregated,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_AcquisitionFunnelAggregated.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnelaggregated,yes,yes,5,5,0,100.0,OK
eMoney_dbo,eMoney_Reports_ClubUpgrade,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_ClubUpgrade.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_clubupgrade,yes,yes,13,13,0,100.0,OK
eMoney_dbo,eMoney_UserData_Marketing,Table,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_UserData_Marketing.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_userdata_marketing,yes,yes,13,13,0,100.0,OK
eMoney_dbo,v_eMoney_Card_Instance_Summary,View,knowledge/synapse/Wiki/eMoney_dbo/Views/v_eMoney_Card_Instance_Summary.md,yes,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_v_emoney_card_instance_summary,yes,no,17,17,0,100.0,NO_TABLE_COMMENT
