correction_id,wiki_path,wiki_object,column_name,current_desc,source_wiki,source_desc,new_audit_verdict,new_audit_severity,new_audit_layer,new_audit_proposed_fix,old_judge_verdict,old_judge_contradicting_fact,old_judge_suggested_rewrite,conflict_flag,final_proposed_fix,narrative_review_needed,notes
V_Dim_Instrument_Correlation_Test_Full.InstrumentID_a,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,InstrumentID_a,"ID of the first financial instrument in the pair. In the full-symmetric output, this can be any instrument (not limited to <= InstrumentID_b). Resolves to Dim_Currency.CurrencyID for the instrument name",knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,ID of the first financial instrument in the pair (always <= InstrumentID_b in this half-matrix view). Resolves to Dim_Currency.CurrencyID for the instrument name,FAIL,HIGH,L1-structural,ID of the first financial instrument in the pair (always <= InstrumentID_b in this half-matrix view). Resolves to Dim_Currency.CurrencyID for the instrument name (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,ID of the first financial instrument in the pair (always <= InstrumentID_b in this half-matrix view). Resolves to Dim_Currency.CurrencyID for the instrument name. (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Dim_Instrument_Correlation_Test_Full.InstrumentID_b,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,InstrumentID_b,"ID of the second financial instrument in the pair. In the full-symmetric output, this can be any instrument (not limited to >= InstrumentID_a). Resolves to Dim_Currency.CurrencyID for the instrument name",knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,ID of the second financial instrument in the pair (always >= InstrumentID_a in this half-matrix view). Resolves to Dim_Currency.CurrencyID for the instrument name,FAIL,HIGH,L1-structural,ID of the second financial instrument in the pair (always >= InstrumentID_a in this half-matrix view). Resolves to Dim_Currency.CurrencyID for the instrument name (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,ID of the second financial instrument in the pair (always >= InstrumentID_a in this half-matrix view). Resolves to Dim_Currency.CurrencyID for the instrument name. (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Dim_Instrument_Correlation_Test_Full.PearsonCorrelation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,PearsonCorrelation,Pearson correlation coefficient between the two instruments' hourly price returns over the 3-month window. Range -1.0 (perfect negative) to +1.0 (perfect positive). 0 = no linear correlation. Formula: Covariance / (StandardDeviation_a * StandardDeviation_b),knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,Pearson correlation coefficient between the two instruments' hourly price returns over the 3-month window. Range -1.0 (perfect negative) to +1.0 (perfect positive). 0 = no linear correlation. Formula: Covariance / (StandardDeviation_a * StandardDeviation_b),FAIL,HIGH,L1-structural,Pearson correlation coefficient between the two instruments' hourly price returns over the 3-month window. Range -1.0 (perfect negative) to +1.0 (perfect positive). 0 = no linear correlation. Formula: Covariance / (StandardDeviation_a * StandardDeviation_b) (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,Pearson correlation coefficient between the two instruments' hourly price returns over the 3-month window. Range -1.0 (perfect negative) to +1.0 (perfect positive). 0 = no linear correlation. Formula: Covariance / (StandardDeviation_a * StandardDeviation_b). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Dim_Instrument_Correlation_Test_Full.SampleSize,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,SampleSize,Number of hourly candle data points where both instruments had valid prices in the 3-month lookback window. Higher values = more reliable correlation estimate. Low values (< 100) indicate sparse data,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,Number of hourly candle data points where both instruments had valid prices in the 3-month lookback window. Higher values = more reliable correlation estimate. Low values (< 100) indicate sparse data,FAIL,HIGH,L1-structural,Number of hourly candle data points where both instruments had valid prices in the 3-month lookback window. Higher values = more reliable correlation estimate. Low values (< 100) indicate sparse data (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,Number of hourly candle data points where both instruments had valid prices in the 3-month lookback window. Higher values = more reliable correlation estimate. Low values (< 100) indicate sparse data. (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Dim_Instrument_Correlation_Test_Full.StandardDeviation_a,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,StandardDeviation_a,Population standard deviation of hourly price returns for InstrumentID_a over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows). Swapped with StandardDeviation_b in the symmetric reconstruction leg,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,Population standard deviation of hourly price returns for InstrumentID_a over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows),FAIL,HIGH,L1-structural,Population standard deviation of hourly price returns for InstrumentID_a over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows) (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,Population standard deviation of hourly price returns for InstrumentID_a over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Dim_Instrument_Correlation_Test_Full.StandardDeviation_b,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,StandardDeviation_b,Population standard deviation of hourly price returns for InstrumentID_b over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows). Swapped with StandardDeviation_a in the symmetric reconstruction leg,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,Population standard deviation of hourly price returns for InstrumentID_b over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows),FAIL,HIGH,L1-structural,Population standard deviation of hourly price returns for InstrumentID_b over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows) (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,Population standard deviation of hourly price returns for InstrumentID_b over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Dim_Instrument_Correlation_Test_Full.UpdateDate,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Instrument_Correlation_Test_Full.md,V_Dim_Instrument_Correlation_Test_Full,UpdateDate,Timestamp when the correlation row was last updated. Set to GETDATE() by the ETL SP (same as InsertDate on initial load; may differ on re-computation),knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation_UnionedPartitions.md,Timestamp when the correlation row was last updated. Set to GETDATE() by the ETL SP (same as InsertDate on initial load; may differ on re-computation),FAIL,HIGH,L1-structural,Timestamp when the correlation row was last updated. Set to GETDATE() by the ETL SP (same as InsertDate on initial load; may differ on re-computation) (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),,,,FALSE,Timestamp when the correlation row was last updated. Set to GETDATE() by the ETL SP (same as InsertDate on initial load; may differ on re-computation). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CID,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CID,"Customer ID. Grouping key for all PnL aggregations. FK to Dim_Customer. HASH distribution key, part of PK",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Customer ID. Grouping key for all PnL aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key, part of PK",FAIL,HIGH,L1-structural,"Customer ID. Grouping key for all PnL aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key, part of PK (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Customer ID. Grouping key for all PnL aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key, part of PK. (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CommissionByUnits,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CommissionByUnits,Sum of prorated commissions across all open positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Sum of prorated commissions (CommissionByUnits) across all open positions. Accounts for partial closes,FAIL,HIGH,L1-structural,Sum of prorated commissions (CommissionByUnits) across all open positions. Accounts for partial closes (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Sum of prorated commissions (CommissionByUnits) across all open positions. Accounts for partial closes. (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CommissionByUnitsCryptoReal,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CommissionByUnitsCryptoReal,Prorated commission for real crypto positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Prorated commission for real crypto positions (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures),FAIL,HIGH,L1-structural,Prorated commission for real crypto positions (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Prorated commission for real crypto positions (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CommissionByUnitsCrypto_TRS,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CommissionByUnitsCrypto_TRS,Prorated commission for crypto TRS positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2). Added 2022-01-27 (Inbal BML),FAIL,HIGH,L1-structural,Prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2). Added 2022-01-27 (Inbal BML) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2). Added 2022-01-27 (Inbal BML). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CommissionByUnitsStocksReal,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CommissionByUnitsStocksReal,Prorated commission for real stock positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Prorated commission for real stock positions (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures)",FAIL,HIGH,L1-structural,"Prorated commission for real stock positions (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures) (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Prorated commission for real stock positions (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures). (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CommissionOnOpen,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CommissionOnOpen,Sum of opening commissions across all open positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Sum of opening commissions (Commission) across all open positions for this CID,FAIL,HIGH,L1-structural,Sum of opening commissions (Commission) across all open positions for this CID (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Sum of opening commissions (Commission) across all open positions for this CID. (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CopyCryptoPositionPnL,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CopyCryptoPositionPnL,Unrealized PnL from copy-trading crypto positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Unrealized PnL from copy-trading crypto positions (InstrumentTypeID = 10 AND NOT futures AND MirrorID > 0),FAIL,HIGH,L1-structural,Unrealized PnL from copy-trading crypto positions (InstrumentTypeID = 10 AND NOT futures AND MirrorID > 0) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Unrealized PnL from copy-trading crypto positions (InstrumentTypeID = 10 AND NOT futures AND MirrorID > 0). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CopyCryptoPositionPnL_TRS,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CopyCryptoPositionPnL_TRS,Unrealized PnL from copy-trading crypto TRS positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Unrealized PnL from copy-trading crypto TRS positions (InstrumentTypeID = 10 AND MirrorID > 0 AND SettlementTypeID = 2),FAIL,HIGH,L1-structural,Unrealized PnL from copy-trading crypto TRS positions (InstrumentTypeID = 10 AND MirrorID > 0 AND SettlementTypeID = 2) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Unrealized PnL from copy-trading crypto TRS positions (InstrumentTypeID = 10 AND MirrorID > 0 AND SettlementTypeID = 2). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CopyFundPnL,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CopyFundPnL,Unrealized PnL from copy-fund relationships (parent AccountTypeID=9),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Unrealized PnL from positions opened via copy-fund relationships (parent CID had AccountTypeID=9 at the time the copy was opened). Identified via History.BackOfficeCustomer + History.Mirror join,FAIL,HIGH,L1-structural,Unrealized PnL from positions opened via copy-fund relationships (parent CID had AccountTypeID=9 at the time the copy was opened). Identified via History.BackOfficeCustomer + History.Mirror join (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Unrealized PnL from positions opened via copy-fund relationships (parent CID had AccountTypeID=9 at the time the copy was opened). Identified via History.BackOfficeCustomer + History.Mirror join. (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CopyPositionPnL,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CopyPositionPnL,Unrealized PnL from copy-trading positions only (MirrorID > 0),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Unrealized PnL from copy-trading positions only (MirrorID > 0). Includes all asset classes,FAIL,HIGH,L1-structural,Unrealized PnL from copy-trading positions only (MirrorID > 0). Includes all asset classes (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Unrealized PnL from copy-trading positions only (MirrorID > 0). Includes all asset classes. (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CryptoPositionPnL,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CryptoPositionPnL,Unrealized PnL from all crypto positions (InstrumentTypeID = 10 AND NOT futures),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Unrealized PnL from all crypto positions (InstrumentTypeID = 10 AND NOT futures). Includes real, CFD, manual, and copy",FAIL,HIGH,L1-structural,"Unrealized PnL from all crypto positions (InstrumentTypeID = 10 AND NOT futures). Includes real, CFD, manual, and copy (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Unrealized PnL from all crypto positions (InstrumentTypeID = 10 AND NOT futures). Includes real, CFD, manual, and copy. (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.CryptoPositionPnL_TRS,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,CryptoPositionPnL_TRS,Unrealized PnL from all crypto TRS positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Unrealized PnL from all crypto TRS positions (InstrumentTypeID = 10 AND SettlementTypeID = 2),FAIL,HIGH,L1-structural,Unrealized PnL from all crypto TRS positions (InstrumentTypeID = 10 AND SettlementTypeID = 2) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Unrealized PnL from all crypto TRS positions (InstrumentTypeID = 10 AND SettlementTypeID = 2). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.DateModified,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,DateModified,Date key in YYYYMMDD integer format. Part of PK. One row per CID per day,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Date key in YYYYMMDD integer format. Part of PK. One row per CID per day,FAIL,HIGH,L1-structural,Date key in YYYYMMDD integer format. Part of PK. One row per CID per day (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Date key in YYYYMMDD integer format. Part of PK. One row per CID per day. (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionByUnits,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionByUnits,Sum of full prorated commissions (before discounts),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Sum of full prorated commissions (FullCommissionByUnits, before discounts) across all open positions",FAIL,HIGH,L1-structural,"Sum of full prorated commissions (FullCommissionByUnits, before discounts) across all open positions (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Sum of full prorated commissions (FullCommissionByUnits, before discounts) across all open positions. (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionByUnitsCryptoCFD,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionByUnitsCryptoCFD,Full prorated commission for crypto CFD positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Full prorated commission for crypto CFD positions (IsSettled = 0 AND InstrumentTypeID = 10). Added 2021-12-19 (Adi F),FAIL,HIGH,L1-structural,Full prorated commission for crypto CFD positions (IsSettled = 0 AND InstrumentTypeID = 10). Added 2021-12-19 (Adi F) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Full prorated commission for crypto CFD positions (IsSettled = 0 AND InstrumentTypeID = 10). Added 2021-12-19 (Adi F). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionByUnitsCryptoReal,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionByUnitsCryptoReal,Full prorated commission for real crypto positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Full prorated commission for real crypto positions (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures),FAIL,HIGH,L1-structural,Full prorated commission for real crypto positions (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Full prorated commission for real crypto positions (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionByUnitsCrypto_TRS,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionByUnitsCrypto_TRS,Full prorated commission for crypto TRS positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Full prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2),FAIL,HIGH,L1-structural,Full prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2) (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Full prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2). (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionByUnitsStocksCFD,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionByUnitsStocksCFD,Full prorated commission for stock CFD positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Full prorated commission for stock CFD positions (IsSettled = 0 AND InstrumentTypeID IN (5,6)). Added 2021-12-19 (Adi F)",FAIL,HIGH,L1-structural,"Full prorated commission for stock CFD positions (IsSettled = 0 AND InstrumentTypeID IN (5,6)). Added 2021-12-19 (Adi F) (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Full prorated commission for stock CFD positions (IsSettled = 0 AND InstrumentTypeID IN (5,6)). Added 2021-12-19 (Adi F). (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionByUnitsStocksReal,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionByUnitsStocksReal,Full prorated commission for real stock positions,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Full prorated commission for real stock positions (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures)",FAIL,HIGH,L1-structural,"Full prorated commission for real stock positions (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures) (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Full prorated commission for real stock positions (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures). (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.FullCommissionOnOpen,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,FullCommissionOnOpen,Sum of full opening commissions (before discounts),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,"Sum of full opening commissions (FullCommission, before any discounts) across all open positions for this CID",FAIL,HIGH,L1-structural,"Sum of full opening commissions (FullCommission, before any discounts) across all open positions for this CID (Tier 2 — via Fact_CustomerUnrealized_PnL)",,,,FALSE,"Sum of full opening commissions (FullCommission, before any discounts) across all open positions for this CID. (Tier 2 — via Fact_CustomerUnrealized_PnL)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.GuruCopiesPNL,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerUnrealized_PnL_For_DWH_Rep.md,V_Fact_CustomerUnrealized_PnL_For_DWH_Rep,GuruCopiesPNL,Unrealized PnL from guru-connected copy positions (ConnectedGuruCopies = 1),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,Unrealized PnL from guru-connected copy positions (ConnectedGuruCopies = 1 AND MirrorID > 0). ConnectedGuruCopies = 1 means ParentPositionID != 0,FAIL,HIGH,L1-structural,Unrealized PnL from guru-connected copy positions (ConnectedGuruCopies = 1 AND MirrorID > 0). ConnectedGuruCopies = 1 means ParentPositionID != 0 (Tier 2 — via Fact_CustomerUnrealized_PnL),,,,FALSE,Unrealized PnL from guru-connected copy positions (ConnectedGuruCopies = 1 AND MirrorID > 0). ConnectedGuruCopies = 1 means ParentPositionID != 0. (Tier 2 — via Fact_CustomerUnrealized_PnL),FALSE,L1-structural: source_desc + downgraded tier tag
