claim_id,wiki_md,line_no,column_name,n_enum_entries,claimed_pairs,current_desc,enum_block
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CreditType.md::CreditTypeID::L119,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CreditType.md,119,CreditTypeID,22,1=Deposit; 2=Cashout; 3=Open Position; 4=Close Position; 5=Champ Winner; 6=Compensation; 7=Bonus; 8=Reverse Cashout; 9=Cashout Request; 10=IB synchronization; 11=Chargeback; 12=Refund; 13=Edit Stop Loss; 14=End of Week Fee; 15=Cashout Fee; 16=Refund As ChargeBack; 17=FixHistoryCreditChargeBacks; 28=Mirror/CopyTrading operations; 30=Close Stock Order; 31=Data Fix; 32=Reverse Deposit; 33=Cashout Rollback,"Financial operation type identifier (1-33). Classifies every balance change: 1=Deposit, 2=Cashout, 3=Open Position, 4=Close Position, 5=Champ Winner, 6=Compensation, 7=Bonus, 8=Reverse Cashout, 9=Cashout Request, 10=IB synchronization, 11=Chargeback, 12=Refund, 13=Edit Stop Loss, 14=End of Week Fee, 15=Cashout Fee, 16=Refund As ChargeBack, 17=FixHistoryCreditChargeBacks, 18-28=Mirror/CopyTrading operations, 29-30=Close Stock Order, 31=Data Fix, 32=Reverse Deposit, 33=Cashout Rollback. (Tier 1 — Dictionary.CreditType)","1=Deposit, 2=Cashout, 3=Open Position, 4=Close Position, 5=Champ Winner, 6=Compensation, 7=Bonus, 8=Reverse Cashout, 9=Cashout Request, 10=IB synchronization, 11=Chargeback, 12=Refund, 13=Edit Stop Loss, 14=End of Week Fee, 15=Cashout Fee, 16=Refund As ChargeBack, 17=FixHistoryCreditChargeBacks, 18-28=Mirror/CopyTrading operations, 29-30=Close Stock Order, 31=Data Fix, 32=Reverse Deposit, 33=Cashout Rollback"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md::CurrencyTypeID::L135,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,135,CurrencyTypeID,6,1=Forex (174; 2=Commodity (533; 4=Indices (203; 5=Stocks (13; 6=ETF (1; 10=Crypto (686,"FK to Dim_CurrencyType (if exists). Asset class: 1=Forex (174), 2=Commodity (533), 4=Indices (203), 5=Stocks (13,044), 6=ETF (1,094), 10=Crypto (686). Determines trading rules, leverage limits, and settlement eligibility. (Tier 1 - Dictionary.Currency upstream wiki)","1=Forex (174), 2=Commodity (533), 4=Indices (203), 5=Stocks (13,044), 6=ETF (1,094), 10=Crypto (686"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_DocumentStatus.md::DocumentStatusID::L100,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_DocumentStatus.md,100,DocumentStatusID,5,1=New Upload; 2=Reviewed; 3=Accepted; 4=Rejected; 5=POIApproved,"Primary key identifying the document review state. 1=New Upload, 2=Reviewed, 3=Accepted, 4=Rejected, 5=POIApproved. (Tier 1 — Dictionary.DocumentStatus)","1=New Upload, 2=Reviewed, 3=Accepted, 4=Rejected, 5=POIApproved"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_EvMatchStatus.md::EvMatchStatusID::L108,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_EvMatchStatus.md,108,EvMatchStatusID,4,0=None; 1=PartiallyVerified; 2=Verified; 3=NotVerified,"Primary key. Integer code identifying the EV (eVerification) identity match status. Values: 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. (Tier 2 - SP_Dictionaries_DL_To_Synapse)","0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExecutionOperationType.md::OperationTypeId::L125,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExecutionOperationType.md,125,OperationTypeId,25,0=OrderForOpen; 1=OrderForOpenInMirror; 2=OrderForClose; 3=OrderForCloseInMirror; 4=CancelDelayedOrderForOpen; 5=CancelDelayedOrderForClose; 6=CancelOrderForOpen; 7=CancelOrderForClose; 8=OrderForOpenStatusUpdateRejected; 9=OrderForCloseStatusUpdateRejected; 10=OrderForCloseStatusUpdateFilled; 11=OrderForOpenStatusUpdateFilled; 12=PositionClose; 13=PositionCloseByLimit; 14=PositionOpen; 15=OperationalOpenPosition; 16=OperationalClosePosition; 17=OperationalPositionAdjustment; 18=DirectOpenPosition; 19=DirectClosePosition; 20=OrderForCloseByLimit; 21=OrderForCloseByRate; 22=AdminOrderForOpenWithHedge; 23=AdminOrderForOpenWithoutHedge; 24=AdminPositionOpen,"Primary key. Integer code identifying the trading execution operation type. Values: 0=OrderForOpen, 1=OrderForOpenInMirror, 2=OrderForClose, 3=OrderForCloseInMirror, 4=CancelDelayedOrderForOpen, 5=CancelDelayedOrderForClose, 6=CancelOrderForOpen, 7=CancelOrderForClose, 8=OrderForOpenStatusUpdateRejected, 9=OrderForCloseStatusUpdateRejected, 10=OrderForCloseStatusUpdateFilled, 11=OrderForOpenStatusUpdateFilled, 12=PositionClose, 13=PositionCloseByLimit, 14=PositionOpen, 15=OperationalOpenPosition, 16=OperationalClosePosition, 17=OperationalPositionAdjustment, 18=DirectOpenPosition, 19=DirectClosePosition, 20=OrderForCloseByLimit, 21=OrderForCloseByRate, 22=AdminOrderForOpenWithHedge, 23=AdminOrderForOpenWithoutHedge, 24=AdminPositionOpen. Renamed from `Id` in source. (Tier 2 - SP_Dictionaries_DL_To_Synapse)","0=OrderForOpen, 1=OrderForOpenInMirror, 2=OrderForClose, 3=OrderForCloseInMirror, 4=CancelDelayedOrderForOpen, 5=CancelDelayedOrderForClose, 6=CancelOrderForOpen, 7=CancelOrderForClose, 8=OrderForOpenStatusUpdateRejected, 9=OrderForCloseStatusUpdateRejected, 10=OrderForCloseStatusUpdateFilled, 11=OrderForOpenStatusUpdateFilled, 12=PositionClose, 13=PositionCloseByLimit, 14=PositionOpen, 15=OperationalOpenPosition, 16=OperationalClosePosition, 17=OperationalPositionAdjustment, 18=DirectOpenPosition, 19=DirectClosePosition, 20=OrderForCloseByLimit, 21=OrderForCloseByRate, 22=AdminOrderForOpenWithHedge, 23=AdminOrderForOpenWithoutHedge, 24=AdminPositionOpen"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md::FieldID::L117,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,117,FieldID,12,0=province; 1=SecondSurname; 2=CodeFiscale; 3=SocialInsuranceNumber; 4=NIF; 5=SubBuildingNumber; 6=TaxId; 7=NationalPin; 8=EmployerName; 9=DepositQuestion; 10=WithdrawQuestion; 11=DedicatedEv,"Primary key. Integer identifier for an extended user field. Values: 0=province, 1=SecondSurname, 2=CodeFiscale, 3=SocialInsuranceNumber, 4=NIF, 5=SubBuildingNumber, 6=TaxId, 7=NationalPin, 8=EmployerName, 9=DepositQuestion, 10=WithdrawQuestion, 11=DedicatedEv. Renamed from `FieldId` in source. (Tier 2 - SP_Dictionaries_DL_To_Synapse)","0=province, 1=SecondSurname, 2=CodeFiscale, 3=SocialInsuranceNumber, 4=NIF, 5=SubBuildingNumber, 6=TaxId, 7=NationalPin, 8=EmployerName, 9=DepositQuestion, 10=WithdrawQuestion, 11=DedicatedEv"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md::FieldTypeID::L118,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,118,FieldTypeID,9,0=address fields; 1=name fields; 2=national ID documents; 3=tax ID; 4=national PIN; 5=employment; 6=deposit compliance question; 7=withdrawal compliance question; 9=EV verification,"Category code grouping fields by type. Values observed: 0=address fields, 1=name fields, 2=national ID documents, 3=tax ID, 4=national PIN, 5=employment, 6=deposit compliance question, 7=withdrawal compliance question, 9=EV verification. No separate dimension table exists to decode FieldTypeID. Renamed from `FieldTypeId` in source. (Tier 3 - live data sampling)","0=address fields, 1=name fields, 2=national ID documents, 3=tax ID, 4=national PIN, 5=employment, 6=deposit compliance question, 7=withdrawal compliance question, 9=EV verification"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md::FeeOperationTypeID::L118,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md,118,FeeOperationTypeID,3,1=Open (at position entry; 2=Close (at position exit; 3=All (both phases,"Fee timing phase: 1=Open (at position entry), 2=Close (at position exit), 3=All (both phases). Referenced by Trade.FixPerLotConfigurations, Trade.FeeInPercentageConfigurations, and fee validation procedures. (Tier 1 — Dictionary.FeeOperationTypes)","1=Open (at position entry), 2=Close (at position exit), 3=All (both phases"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FTDPlatform.md::FTDPlatformID::L104,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FTDPlatform.md,104,FTDPlatformID,4,1=TradingPlatform; 2=Options; 3=eMoney; 4=MoneyFarm,"Primary key. Numeric identifier for the eToro sub-platform on which a customer made their First Time Deposit. Values: 1=TradingPlatform, 2=Options, 3=eMoney, 4=MoneyFarm. Sourced from `MoneyBusDB.Dictionary.AccountTypes` as the account type identifier. In `CustomerFinanceDB`, this field is named `AccountTypeId`. (Tier 3 — live data sampling, MoneyBusDB.Dictionary.AccountTypes)","1=TradingPlatform, 2=Options, 3=eMoney, 4=MoneyFarm"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md::RefreshIntervalMonths::L141,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md,141,RefreshIntervalMonths,3,1=monthly; 2=bimonthly; 3=quarterly,"Rebalance interval in months. Job_GenerateFundAllocation uses this to compute Trade.FundInterval.PlannedEnd: adds this many months to PlannedStart. Sample: 1=monthly, 2=bimonthly, 3=quarterly. (Tier 1 — Trade.Fund)","1=monthly, 2=bimonthly, 3=quarterly"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md::FundType::L142,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md,142,FundType,3,1=TopTraders (copy-based; 2=Partners (external strategist; 3=Market (thematic index,"FK to Dictionary.FundType.FundTypeID. 1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index). NULL for older funds. See Dictionary.FundType. (Tier 1 — Trade.Fund)","1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundType.md::FundTypeID::L97,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundType.md,97,FundTypeID,3,1=TopTraders (copy-based; 2=Partners (external strategist; 3=Market (thematic index,"Primary key identifying the fund category. 1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index). Referenced by Trade.Fund to classify each CopyFund/SmartPortfolio. Replicated to SettingsDB for configuration management. (Tier 1 — Dictionary.FundType)","1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Funnel.md::PlatformID::L130,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Funnel.md,130,PlatformID,4,0=Undefined; 1=Web; 2=iOS; 3=Android,"Platform category for this funnel. 0=Undefined, 1=Web, 2=iOS, 3=Android. Defaults to 0 for server-side or platform-agnostic funnels. Links to Dictionary.Platform for platform name resolution. (Tier 1 — Dictionary.Funnel)","0=Undefined, 1=Web, 2=iOS, 3=Android"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_GuruStatus.md::GuruStatusID::L129,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_GuruStatus.md,129,GuruStatusID,9,0=No (non-PI; 1=Certified; 2=Cadet; 3=Rising Star; 4=Champion; 5=Elite; 6=Elite Pro; 7=Removed; 8=Rejected,"Primary key identifying the PI program state. 0=No (non-PI), 1=Certified, 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite, 6=Elite Pro, 7=Removed, 8=Rejected. Referenced by BackOffice.Customer (FK), Billing.GuruStatusToCashoutFeeGroup (FK). Filtered as IN (2,3,4,5) for active PIs or IN (2,3,4,5,6) including Elite Pro. (Tier 1 — Dictionary.GuruStatus)","0=No (non-PI), 1=Certified, 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite, 6=Elite Pro, 7=Removed, 8=Rejected"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md::InstrumentTypeID::L143,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,143,InstrumentTypeID,10,1=Currencies; 2=Commodities; 3=CFD; 4=Indices; 5=Stocks; 6=ETF; 7=Bonds; 8=TrustFunds; 9=Options; 10=Crypto,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType. (Tier 1 — Trade.GetInstrument)","1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md::InstrumentType::L144,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,144,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"ETL-computed asset class label. CASE on InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else Other. (Tier 2 — SP_Dim_Instrument)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Label.md::LabelID::L88,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Label.md,88,LabelID,8,9=eToro (primary; 2=RetailFX; 26=white-label partners; 14=eToroUSA; 27=eToro-Partners; 29=eToroRussia; 30=Dealing; 31=eToroChina,"Primary key identifying the platform brand/label. 0/1/9=eToro (primary), 2=RetailFX, 10-26=white-label partners, 14=eToroUSA, 27=eToro-Partners, 29=eToroRussia, 30=Dealing, 31=eToroChina. Stored in customer records and referenced across billing, reporting, and registration procedures. (Tier 1 — Dictionary.Label)","9=eToro (primary), 2=RetailFX, 10-26=white-label partners, 14=eToroUSA, 27=eToro-Partners, 29=eToroRussia, 30=Dealing, 31=eToroChina"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Language.md::LanguageID::L89,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Language.md,89,LanguageID,28,1=English(UK; 2=German; 3=Arabic; 4=Chinese; 5=Russian; 6=Spanish; 7=French; 8=Italian; 9=Japanese; 10=Portuguese(BR; 11=Turkish; 12=Greek; 13=Korean; 14=Swedish; 15=Norwegian; 16=Hungarian; 17=Polish; 18=ChineseTraditional; 19=Dutch; 20=EuropeanPortuguese; 21=Czech; 22=Malay; 23=Danish; 24=Romanian; 25=EnglishUS; 26=Vietnamese; 27=Thai; 28=Finnish,"Primary key identifying the language. 1=English(UK), 2=German, 3=Arabic, 4=Chinese, 5=Russian, 6=Spanish, 7=French, 8=Italian, 9=Japanese, 10=Portuguese(BR), 11=Turkish, 12=Greek, 13=Korean, 14=Swedish, 15=Norwegian, 16=Hungarian, 17=Polish, 18=ChineseTraditional, 19=Dutch, 20=EuropeanPortuguese, 21=Czech, 22=Malay, 23=Danish, 24=Romanian, 25=EnglishUS, 26=Vietnamese, 27=Thai, 28=Finnish. Referenced by Dictionary.Country.LanguageID. (Tier 1 — Dictionary.Language)","1=English(UK), 2=German, 3=Arabic, 4=Chinese, 5=Russian, 6=Spanish, 7=French, 8=Italian, 9=Japanese, 10=Portuguese(BR), 11=Turkish, 12=Greek, 13=Korean, 14=Swedish, 15=Norwegian, 16=Hungarian, 17=Polish, 18=ChineseTraditional, 19=Dutch, 20=EuropeanPortuguese, 21=Czech, 22=Malay, 23=Danish, 24=Romanian, 25=EnglishUS, 26=Vietnamese, 27=Thai, 28=Finnish"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md::MifidCategorizationID::L86,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md,86,MifidCategorizationID,6,0=None (non-EU; 1=Retail (full protection; 2=Professional (reduced protection; 3=Elective Professional (opted-in retail; 4=Retail Pending (under review; 5=Pending (assessment incomplete,"MiFID II client classification tier: 0=None (non-EU), 1=Retail (full protection, default), 2=Professional (reduced protection), 3=Elective Professional (opted-in retail), 4=Retail Pending (under review), 5=Pending (assessment incomplete). Referenced by BackOffice.Customer.MifidCategorizationID (FK, DEFAULT 1) and History.BackOfficeCustomer. Feeds into computed column TradingRiskStatusID. (Tier 1 — Dictionary.MifidCategorization)","0=None (non-EU), 1=Retail (full protection, default), 2=Professional (reduced protection), 3=Elective Professional (opted-in retail), 4=Retail Pending (under review), 5=Pending (assessment incomplete"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md::MirrorTypeID::L148,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md,148,MirrorTypeID,3,1=Regular; 2=CopyMe; 3=Social Index,"1=Regular, 2=CopyMe, 3=Social Index, 4=Fund (Dictionary.MirrorType). Determines mirror behavior. (Tier 1 — Trade.Mirror)","1=Regular, 2=CopyMe, 3=Social Index"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md::CloseMirrorActionType::L149,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md,149,CloseMirrorActionType,6,0=Customer; 1=Stop Loss; 2=BSL; 3=Manual Liquidation; 4=BackOffice; 5=Customer Detach,"Why mirror closed: 0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach, 6=BackOffice Detach (Dictionary.CloseMirrorActionType). NULL when active. (Tier 1 — Trade.Mirror)","0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md::MirrorTypeID::L83,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,83,MirrorTypeID,4,1=Regular (standard copy; 2=CopyMe (legacy; 3=Social Index (algorithmic; 4=Fund (managed,"Primary key identifying the copy relationship type. 1=Regular (standard copy), 2=CopyMe (legacy), 3=Social Index (algorithmic), 4=Fund (managed). (Tier 1 — Dictionary.MirrorType)","1=Regular (standard copy), 2=CopyMe (legacy), 3=Social Index (algorithmic), 4=Fund (managed"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md::MoveMoneyReasonID::L96,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,96,MoveMoneyReasonID,8,1=Adjustment; 2=Bonus Abuser; 3=Staking; 5=InternalTransfer Trade; 6=InternalTransfer; 7=Not In Use; 8=Recurring Deposit; 9=Recurring Investment,"Unique identifier for the money movement reason: 1=Adjustment, 2=Bonus Abuser, 3=Staking, 5=InternalTransfer Trade, 6=InternalTransfer, 7=Not In Use, 8=Recurring Deposit, 9=Recurring Investment. Gap at ID 4. Referenced by 50+ credit/balance procedures. (Tier 1 — Dictionary.MoveMoneyReason)","1=Adjustment, 2=Bonus Abuser, 3=Staking, 5=InternalTransfer Trade, 6=InternalTransfer, 7=Not In Use, 8=Recurring Deposit, 9=Recurring Investment"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md::PaymentStatusID::L113,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,113,PaymentStatusID,7,1=New; 2=Approved; 3=Decline; 4=Technical; 5=InProcess; 6=Canceled; 7=Confirmed,"Primary key identifying the payment state. 1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed. (Tier 1 — Dictionary.PaymentStatus)","1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PhoneVerified.md::PhoneVerifiedID::L110,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PhoneVerified.md,110,PhoneVerifiedID,5,0=NotVerified (default; 1=AutomaticallyVerified; 3=Initiated (in-progress; 4=Rejected (failed; 5=AbuseFlag (fraud detected,"Primary key identifying the phone verification state. 0=NotVerified (default), 1=AutomaticallyVerified, 2=ManualyVerified (BO agent -- note production typo), 3=Initiated (in-progress), 4=Rejected (failed), 5=AbuseFlag (fraud detected). Stored in Dim_Customer. Referenced by 20+ procedures across BackOffice, Customer, SalesForce, and dbo schemas. (Tier 1 - upstream wiki, Dictionary.PhoneVerified)","0=NotVerified (default), 1=AutomaticallyVerified, 2=ManualyVerified (BO agent -- note production typo), 3=Initiated (in-progress), 4=Rejected (failed), 5=AbuseFlag (fraud detected"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md::PlatformID::L105,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md,105,PlatformID,4,0=Undefined; 1=Web; 2=IOS; 3=Android,"DWH platform identifier. 0=Undefined, 1=Web, 2=IOS, 3=Android. Renamed from `Id` in the production source (etoro.Dictionary.Platform) by the DWH ETL. Referenced by session and action tracking tables to indicate the originating device platform. DWH note: column renamed from production `Id` to `PlatformID` during TRUNCATE+INSERT load. (Tier 1 - upstream wiki, Dictionary.Platform)","0=Undefined, 1=Web, 2=IOS, 3=Android"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md::CanDeposit::L119,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md,119,CanDeposit,4,1=OpenBook DesktopWeb; 2=Trader DesktopWeb; 3=OpenBook MobileWeb; 4=Trader MobileWeb InDev,"Whether this platform context allows making a deposit. True for Web variants (1=OpenBook DesktopWeb, 2=Trader DesktopWeb, 3=OpenBook MobileWeb, 4=Trader MobileWeb InDev). Mobile apps do not support in-app deposits via this dimension. (Tier 3 — live data sampling, DWH_Migration)","1=OpenBook DesktopWeb, 2=Trader DesktopWeb, 3=OpenBook MobileWeb, 4=Trader MobileWeb InDev"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md::PlayerLevelID::L137,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,137,PlayerLevelID,8,1=Bronze; 2=Platinum; 3=Gold; 4=Internal (excluded; 5=Silver; 6=Platinum Plus; 7=Diamond; 0=N/A (DWH ETL placeholder,"Primary key identifying the loyalty tier. 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (excluded), 5=Silver, 6=Platinum Plus, 7=Diamond. 0=N/A (DWH ETL placeholder). IDs are NOT in rank order -- use Sort for ordering. FK from Dim_Customer. Excludes Internal in customer-facing queries: WHERE PlayerLevelID <> 4. (Tier 1 - upstream wiki, Dictionary.PlayerLevel)","1=Bronze, 2=Platinum, 3=Gold, 4=Internal (excluded), 5=Silver, 6=Platinum Plus, 7=Diamond. 0=N/A (DWH ETL placeholder"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md::Sort::L144,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,144,Sort,7,0=Internal/N/A; 1=Bronze; 2=Silver; 3=Gold; 4=Platinum; 5=Platinum Plus; 6=Diamond,"Display order for tier hierarchy. 0=Internal/N/A, 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond. Use ASC sort on this column for correct tier rank ordering. (Tier 1 - upstream wiki, Dictionary.PlayerLevel)","0=Internal/N/A, 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md::PlayerStatusID::L142,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,142,PlayerStatusID,15,0=N/A (sentinel; 1=Normal; 2=Blocked; 3=Chat Blocked; 4=Blocked Upon Request; 5=Warning; 6=Blocked - Under Investigation; 7=Scalpers Block; 8=Blocked - PayPal Investigation; 9=Trade & MIMO Blocked; 10=Deposit Blocked; 11=Social Index; 12=Copy Block; 13=Pending Verification; 15=Block Deposit & Trading,"Primary key identifying the restriction state. 0=N/A (sentinel), 1=Normal, 2=Blocked, 3=Chat Blocked, 4=Blocked Upon Request, 5=Warning, 6=Blocked - Under Investigation, 7=Scalpers Block, 8=Blocked - PayPal Investigation, 9=Trade & MIMO Blocked, 10=Deposit Blocked, 11=Social Index, 12=Copy Block, 13=Pending Verification, 14=Blocked – Failed Verification, 15=Block Deposit & Trading. FK from Dim_Customer. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)","0=N/A (sentinel), 1=Normal, 2=Blocked, 3=Chat Blocked, 4=Blocked Upon Request, 5=Warning, 6=Blocked - Under Investigation, 7=Scalpers Block, 8=Blocked - PayPal Investigation, 9=Trade & MIMO Blocked, 10=Deposit Blocked, 11=Social Index, 12=Copy Block, 13=Pending Verification, 14=Blocked – Failed Verification, 15=Block Deposit & Trading"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::ClosePositionReasonID::L400,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,400,ClosePositionReasonID,4,0=Customer; 1=Stop Loss; 5=Take Profit; 9=Hierarchical Close,"Close reason mapped from ActionType. 0=Customer, 1=Stop Loss, 5=Take Profit, 9=Hierarchical Close. (Tier 1 — Trade.PositionTbl)","0=Customer, 1=Stop Loss, 5=Take Profit, 9=Hierarchical Close"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::OpenPositionReasonID::L401,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,401,OpenPositionReasonID,5,0=Customer; 1=Hierarchical Open; 2=Reopen; 3=Open Open; 13=ACATS_IN,"Open reason mapped from OpenActionType. 0=Customer, 1=Hierarchical Open, 2=Reopen, 3=Open Open, 13=ACATS_IN. (Tier 1 — Trade.PositionTbl)","0=Customer, 1=Hierarchical Open, 2=Reopen, 3=Open Open, 13=ACATS_IN"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::OrderType::L404,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,404,OrderType,3,1=OpenTrade; 13=EntryOrder; 16=EntryOrderByUnits,"Dictionary.OrderType at open. 1=OpenTrade, 13=EntryOrder, 16=EntryOrderByUnits, etc. (Tier 1 — Trade.PositionTbl)","1=OpenTrade, 13=EntryOrder, 16=EntryOrderByUnits"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::PlatformTypeID::L418,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,418,PlatformTypeID,3,1=Web; 2=iOS; 3=Web,"FK to Dim_PlatformType. Platform used to open: 1=Web, 2=iOS, 3=Web, 0=. (Tier 2 - SP_Dim_Position_DL_To_Synapse)","1=Web, 2=iOS, 3=Web"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::SettlementTypeID::L447,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,447,SettlementTypeID,6,0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE,"Modern settlement classification. Dictionary.SettlementTypes: 0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE. Replaces IsSettled. (Tier 1 — Trade.PositionTbl)","0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE"
