category,source_schema,catalog,uc_schema,uc_table,uc_full_target,uc_col_count,missing_cols,wiki_md,wiki_col_count,alter_sql_exists
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_amlperiodicreview,70,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AMLPeriodicReview.md,70,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_approperiatenesstest_ftp_cid_level,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_approperiatenesstest_ftp_cid_level,11,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ApproperiatenessTest_FTP_CID_Level.md,11,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,13,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CID_DailyCluster.md,13,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,41,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Illegal_Trades_Alerts.md,41,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_restriction_lists_forbidden_trading,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_restriction_lists_forbidden_trading,4,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Compliance_Restriction_Lists_Forbidden_Trading.md,4,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,57,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DailyPanel_Copy.md,57,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dcm_dashboard,40,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DCM_Dashboard.md,40,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_aum,43,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_AUM.md,43,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions,27,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DDR_Fact_Revenue_Generating_Actions.md,27,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_demo_cid_panel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_demo_cid_panel,9,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Demo_CID_Panel.md,9,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositusersfirsttouchpoints,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositusersfirsttouchpoints,38,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositUsersFirstTouchPoints.md,38,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_reversals,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_reversals,45,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_DepositWithdrawFee_Reversals.md,45,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_knowledge_assessment,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_knowledge_assessment,23,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md,23,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,128,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Panel.md,128,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,30,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LTV_BI_Actual.md,30,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily_v,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily_v,100,0,knowledge/synapse/Wiki/BI_DB_dbo/Views/BI_DB_MarketingCloudDaily_V.md,100,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,27,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Money_In_New_Management_Dashboard.md,27,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,85,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md,85,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,56,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_Fraud_Alert_Analysis.md,56,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,29,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md,29,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_outliers_new,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_outliers_new,30,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Outliers_New.md,30,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_pi_statuspanel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_pi_statuspanel,13,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_StatusPanel.md,13,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_rolloverfee_dividends,21,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_RollOverFee_Dividends.md,21,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,35,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Scored_Appropriateness_Negative_Market.md,35,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_tax_compliance_tin,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_tax_compliance_tin,16,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Tax_Compliance_TIN.md,16,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_dim_revenue_metrics,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dim_revenue_metrics,6,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Dim_Revenue_Metrics.md,6,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_kyc_score_cid_level,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_kyc_score_cid_level,11,0,knowledge/synapse/Wiki/BI_DB_dbo/Views/V_BI_DB_KYC_Score_CID_Level.md,11,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_outliers_new,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_outliers_new,30,0,knowledge/synapse/Wiki/BI_DB_dbo/Views/V_BI_DB_Outliers_New.md,30,yes
B,Dealing_dbo,main,dealing,gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,62,0,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.md,62,yes
B,Dealing_dbo,main,bi_db,gold_sql_dp_prod_we_dealing_dbo_dealing_staking_results,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_staking_results,24,0,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Results.md,24,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_card_instance_summary,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_card_instance_summary,18,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Card_Instance_Summary.md,18,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_dim_country_rollout,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_country_rollout,7,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Country_Rollout.md,7,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_panel_firstdates,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_firstdates,65,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Panel_FirstDates.md,65,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_panel_retention_monthly,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_retention_monthly,86,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Panel_Retention_Monthly.md,86,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnel,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnel,15,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_AcquisitionFunnel.md,15,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnelaggregated,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnelaggregated,5,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_AcquisitionFunnelAggregated.md,5,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_reports_clubupgrade,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_clubupgrade,13,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Reports_ClubUpgrade.md,13,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_userdata_marketing,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_userdata_marketing,13,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_UserData_Marketing.md,13,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_etl_accountsactivities,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_accountsactivities,105,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/ETL_AccountsActivities.md,105,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_etl_settlementstransactions,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_settlementstransactions,116,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/ETL_SettlementsTransactions.md,116,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_fiataccount,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_fiataccount,11,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/FiatAccount.md,11,yes
B,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_v_emoney_card_instance_summary,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_v_emoney_card_instance_summary,17,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/v_eMoney_Card_Instance_Summary.md,17,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,103,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,103,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,90,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,90,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_compensationclosingcountries,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_compensationclosingcountries,22,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_CompensationClosingCountries.md,22,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_dimuser,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser,21,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,21,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_ethfeesent_blockchain,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_ethfeesent_blockchain,19,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_EthFeeSent_Blockchain.md,19,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_facttransactions,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_facttransactions,45,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,45,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_inventory_snapshot_history,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_inventory_snapshot_history,18,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_Inventory_Snapshot_History.md,18,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_usersettingswalletallowance,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_usersettingswalletallowance,12,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_UserSettingsWalletAllowance.md,12,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_walletinventory,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletinventory,19,0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletInventory.md,19,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_getprovideruseridnormalized,main.bi_db.gold_sql_dp_prod_we_exw_dbo_getprovideruseridnormalized,7,0,knowledge/synapse/Wiki/EXW_dbo/Views/GetProviderUserIDNormalized.md,7,yes
B,EXW_Wallet,main,bi_db,gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,10,0,knowledge/synapse/Wiki/EXW_Wallet/Tables/EXW_PriceDaily.md,10,yes
C_junk,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport_test,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport_test,80,80,,0,no
C_junk,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_from_synapse_emoneyclientbalance_to_generic_20260216,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_from_synapse_emoneyclientbalance_to_generic_20260216,72,72,,0,no
C_junk,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status_backup,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status_backup,67,67,,0,no
C_junk,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_bck,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee_bck,47,47,,0,no
C_junk,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_sfmc_report_archive,26,26,,0,no
C_junk,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_util_resultssourcetotarget_actions,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_util_resultssourcetotarget_actions,14,14,,0,no
C_junk,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_val_fcv_closingbalance,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_val_fcv_closingbalance,8,8,,0,no
C_junk,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_val_fcv_openingbalance,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_val_fcv_openingbalance,8,8,,0,no
C_junk,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_val_fcv_comovements,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_val_fcv_comovements,2,2,,0,no
C_junk,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_val_fcv_movementsum,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_val_fcv_movementsum,2,2,,0,no
C_real,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,56,0,,0,no
C_real,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,107,0,,0,no
C_real,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked,139,0,,0,no
