left,right,edge_kind,join_keys,purpose,source_wiki,schema_dir
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,ApprovalNumber <- ApprovalNumber,Passthrough (varchar(20) -> varchar(max)),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,AuthCode <- AuthCode,Passthrough (varchar(20) -> varchar(max)),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,ModificationDate <- ModificationDate,Passthrough (datetime -> datetime2(7)),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,ClearingHouseEffectiveDate <- ClearingHouseEffectiveDate,Passthrough (datetime -> datetime2(7)),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,Amount <- Amount,"Passthrough (money -> numeric(19,4))",knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,CurrencyID <- CurrencyID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,MatchStatusID <- MatchStatusID,Passthrough (tinyint -> int),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,Remark <- Remark,Passthrough (varchar(255) -> varchar(max)),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,SessionID <- SessionID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,DepotID <- DepotID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,ExchangeFee <- ExchangeFee,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,BaseExchangeRate <- BaseExchangeRate,"Passthrough (dbo.dtPrice -> numeric(16,8))",knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,PaymentGeneration <- PaymentGeneration,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,ProcessRegulationID <- ProcessRegulationID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,History.DepositAction,lineage,MerchantAccountID <- MerchantAccountID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Billing.Deposit,references_to,DepositID,The deposit this action belongs to,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Dictionary.PaymentActionStatus,references_to,PaymentActionStatusID,"1=New, 2=InProcess, 3=Closed",knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Dictionary.PaymentActionType,references_to,PaymentActionTypeID,"1=PreAuthorization, 2=Purchase, 3=Cashout, 4=Refund, 5=Settle, 6=PostBack, 7=Can",knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Dictionary.PaymentStatus,references_to,PaymentStatusID,"1=New, 2=Approved, 3=Decline, 5=InProcess, 6=Canceled, 11=Chargeback, 12=Refund,",knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Dictionary.Currency,references_to,CurrencyID,Currency of the deposit amount (1=USD),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,BackOffice.Manager,references_to,ManagerID,Back-office agent who triggered the action (0=automated),knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Billing.Response,references_to,ResponseID,Raw payment provider response linked to this action,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Payment,references_to,DepotID,Payment gateway used for routing,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,Merchant,references_to,MerchantAccountID,Specific merchant account on the gateway,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
SP_Create_Synapse_Table_etoro_History_DepositAction,BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,referenced_by,Target table,Writer — drops and recreates via COPY INTO from Bronze parquet,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
SP_AllDeposits,BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,referenced_by,"DepositID, ResponseID, ModificationDate",Reader — resolves latest ResponseID per deposit for BI_DB_AllDeposits,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
SP_H_Deposits,BI_DB_dbo.Synapse_Table_etoro_History_DepositAction,referenced_by,(uses External table variant),Reader — resolves ResponseID for BI_DB_Deposits,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Synapse_Table_etoro_History_DepositAction.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,BI_DB_dbo.BI_DB_KYC_Questions_Answers_Row_Data,common_join,"GCID, QuestionId",Merge new answers into the persistent row-level KYC store,knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,DWH_dbo.Dim_Customer,common_join,GCID,Enrich with customer demographics for the KYC Panel,knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,GCID <- GCID,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,OccurredAt <- OccurredAt,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,FreeText <- FreeText,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,QuestionId <- QuestionId,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,QuestionText <- QuestionText,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,AnswerId <- AnswerId,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,AnswerText <- AnswerText,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,MinThreshold <- MinThreshold,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,MaxThreshold <- MaxThreshold,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,dbo.V_CustomerAnswers,lineage,MultipleSelection <- MultipleSelection,Passthrough (Parquet COPY INTO),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,Bronze,lineage,etr_y <- etr_y,Lake partition key (year),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,Bronze,lineage,etr_ym <- etr_ym,Lake partition key (year-month),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,Bronze,lineage,etr_ymd <- etr_ymd,Lake partition key (date),knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,Dim_Customer.GCID,references_to,GCID,Links KYC answers to the customer dimension,knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,BI_DB_dbo
Dealing_dbo.Dealing_Apex_PnL,DWH_dbo.Dim_Instrument,common_join,`ON Dim_Instrument.InstrumentID = Dealing_Apex_PnL.InstrumentID`,"Get full instrument metadata (type, exchange, ISIN, market cap)",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Dealing_dbo.Dealing_Apex_PnL_EE,common_join,`ON EE.Date = PnL.Date AND EE.AccountNumber = PnL.AccountNumber`,Get account-level equity start/end alongside instrument-level P&L,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Dealing_dbo.Dealing_Apex_PnL_Daily,common_join,`ON Daily.Date = PnL.Date AND Daily.AccountNumber = PnL.AccountNumber AND Daily.Symbol = PnL.Symbol`,Compare weekly vs daily P&L for same instrument,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,DWH_dbo.Dim_Date,common_join,`ON Dim_Date.FullDate = Dealing_Apex_PnL.Date`,"Calendar enrichment (week number, business day flags)",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,SP,lineage,Date <- @Date,Direct assignment,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Apex,lineage,AccountNumber <- AccountNumber,COALESCE across sources,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,EXT872,lineage,AccountNumber <- AccountNumber,COALESCE across sources,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,EXT869,lineage,AccountNumber <- AccountNumber,COALESCE across sources,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Apex,lineage,Symbol <- Symbol,COALESCE across sources,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,EXT872,lineage,Symbol <- Symbol,COALESCE across sources,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,EXT869,lineage,Symbol <- Symbol,COALESCE across sources,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT982_3EU,lineage,NOP_Start <- MarketValue,"Scientific notation parse, Friday-before EOD",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,EXT982,lineage,NOP_Start_DBPrice <- TradeQuantity * BidSpreaded,Computed product,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT982_3EU,lineage,NOP_End <- MarketValue,"Scientific notation parse, current-day EOD",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,EXT982,lineage,NOP_End_DBPrice <- TradeQuantity * BidSpreaded,Computed product,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT872_3EU_217314,lineage,"Trades <- Quantity, Price, FeeSec, Fee5","SUM(Qty*Price+Fees), weekly",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT869_3EU,lineage,Dividends <- Amount,"SUM WHERE TerminalID='$+DIV', negated",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Computed,lineage,PnL <- --,NOP_End - NOP_Start - Trades + Dividends + AdditionalFees,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Computed,lineage,PnL_DBPrice <- --,"Same formula, DB price NOP values",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,ETL,lineage,UpdateDate <- GETDATE(),ETL timestamp,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,DWH_dbo.Dim_Instrument,lineage,InstrumentID <- InstrumentID,Dim-lookup via Symbol/ISIN/CUSIP,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,DWH_dbo.Dim_Instrument,lineage,InstrumentDisplayName <- InstrumentDisplayName,Dim-lookup passthrough,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT982_3EU,lineage,Price_Start <- ClosingPrice,"CAST, Friday-before EOD",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,PriceLog_History_CurrencyPrice,lineage,Price_Start_DB <- BidSpreaded,"Last before session close, GBX/100",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT982_3EU,lineage,Price_End <- ClosingPrice,"CAST, current-day EOD",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,PriceLog_History_CurrencyPrice,lineage,Price_End_DB <- BidSpreaded,"Last before session close, GBX/100",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT869_3EU,lineage,AdditionalFees <- Amount,"SUM WHERE TerminalID not dividend/transfer, negated",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,LP_APEX_EXT872_3EU_217314,lineage,"Volume <- Quantity, Price, FeeSec, Fee5","SUM(ABS(Qty*Price+Fees)), weekly",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Dealing_DailyZeroPnL_Stocks,lineage,Zero <- TotalZero,"SUM by InstrumentID+HedgeServerID, weekly",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,DWH_dbo.Dim_Instrument,references_to,InstrumentID,FK to instrument dimension. Matched via Symbol/ISIN/CUSIP from Apex files,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,DWH_dbo.Dim_Date,references_to,Date,"Reporting date, used for bank holiday and week boundary logic in the SP",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL,Hardcoded,references_to,AccountNumber,Maps to HedgeServerID in Dealing_DailyZeroPnL_Stocks (5 accounts),knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,DWH_dbo.Dim_Instrument,common_join,`ON InstrumentID`,Resolve full instrument attributes (expect NULL InstrumentID for unmatched symbols),knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,Dealing_dbo.Dealing_Apex_PnL,common_join,`ON Date + AccountNumber + Symbol`,Compare daily vs WTD PnL for the same symbol,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,Dealing_dbo.Dealing_Apex_PnL_EE_Daily,common_join,`ON Date + AccountNumber`,Compare symbol-level sum to account equity PnL,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,SP_Apex_PnL,lineage,Date <- @Date parameter,SET to report date,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,AccountNumber <- AccountNumber,COALESCE across feeds,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,EXT872,lineage,AccountNumber <- AccountNumber,COALESCE across feeds,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,EXT869,lineage,AccountNumber <- AccountNumber,COALESCE across feeds,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,Symbol <- Symbol,COALESCE across feeds,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,EXT872,lineage,Symbol <- Symbol,COALESCE across feeds,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,EXT869,lineage,Symbol <- Symbol,COALESCE across feeds,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,NOP_Start <- MarketValue,Passthrough (sci-notation parsed); @PreviousDayID,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,NOP_Start_DBPrice <- TradeQuantity × Bid,Computed,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,NOP_End <- MarketValue,Passthrough; @DateID,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,NOP_End_DBPrice <- TradeQuantity × Bid,Computed,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT872_3EU_217314,lineage,Trades <- Quantity × Price + fees,SUM; daily scope,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT869_3EU,lineage,Dividends <- Amount,SUM WHERE TerminalID='$+DIV'; negated,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,Computed,lineage,PnL <- —,NOP_End - NOP_Start - Trades + Dividends + AdditionalFees,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,Computed,lineage,PnL_DBPrice <- —,"Same formula, DB-priced NOP",knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,SP_Apex_PnL,lineage,UpdateDate <- GETDATE(),ETL timestamp,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,DWH_dbo.Dim_Instrument,lineage,InstrumentID <- InstrumentID,Two-pass Symbol/ISIN match,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,DWH_dbo.Dim_Instrument,lineage,InstrumentDisplayName <- InstrumentDisplayName,Two-pass match,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,Price_Start <- ClosingPrice,CAST; @PreviousDayID,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,PriceLog_History_CurrencyPrice,lineage,Price_Start_DB <- Bid,GBX/100 adjusted; @PreviousDayID,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT982_3EU,lineage,Price_End <- ClosingPrice,CAST; @DateID,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,PriceLog_History_CurrencyPrice,lineage,Price_End_DB <- Bid,GBX/100 adjusted; @DateID,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT869_3EU,lineage,AdditionalFees <- Amount,SUM non-DIV/non-transfer; negated,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,LP_APEX_EXT872_3EU_217314,lineage,Volume <- ABS(Quantity × Price + fees),SUM absolute,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,Dealing_DailyZeroPnL_Stocks,lineage,Zero <- TotalZero,SUM; Date = @Date; InstrumentID + AccountNumber→HS,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
Dealing_dbo.Dealing_Apex_PnL_Daily,DWH_dbo.Dim_Instrument,references_to,InstrumentID,Instrument lookup for display name and attributes,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Apex_PnL_Daily.md,Dealing_dbo
