schema,object_name,object_type,priority,process_name,is_active,archetype,archetype_label,confidence,n_destinations,destination_tables,dest_customer_keys,dest_money_cols,dest_count_cols,dest_dim_cols,dest_txn_cols,dest_pop_flag_cols,has_validity_filter,validity_evidence,has_population_filter,population_evidence,has_group_by_customer_key,group_by_evidence,touches_fact_snapshot_customer,touches_dim_customer,recommended_action,key_insight,file_path
BI_DB_dbo,SP_EY_Audit_Auditor_Unrealized_Calculations,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,2,BI_DB_dbo.BI_DB_EY_Audit_Automation_UnrealizedCommissions_Results; BI_DB_dbo.BI_DB_EY_Audit_Automation_UnrealizedCommissions_PerRegulation,,"UnrealizedCommissionChange, UnrealizedFullCommissionChange, UnrealizedPnLChange",,"InstrumentID, InstrumentType",,Regulation,0,,0,,0,,1,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_EY_Audit_Auditor_Unrealized_Calculations.sql
BI_DB_dbo,SP_EY_Audit_Automation_Opened_Positions_Config_Daily,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,3,[BI_DB_dbo].[BI_DB_EY_Audit_Configurations_Precision_Replicated]; [BI_DB_dbo].[BI_DB_EY_Audit_Configuration_SpreadDetails_Replicated]; BI_DB_dbo.EY_Audit_Automation_Position_Open_Configs,,SpreadTypeID,,InstrumentID,"OpenOccurred, PositionID",,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_EY_Audit_Automation_Opened_Positions_Config_Daily.sql
BI_DB_dbo,SP_FB_Report,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.[BI_DB_FB_Report],,,,"Country, Region",,"DB_FTD, FB_FTD",0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_FB_Report.sql
BI_DB_dbo,SP_Finance_Non_US_Settlement_2023,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,,"EOD_Equity_USD, EOD_NOP_USD, EOD_OrigCurr_BidSpreaded, EOD_OrigCurr_BidUnspreaded, EOD_PriceUSD_Spreaded, EOD_PriceUSD_Unspreaded, SettlementDate, USD_ConversionRate",,"Exchange, HedgeServerID, ISINCountryParsed, InstrumentID, InstrumentName, IsSettled",,Regulation,0,,0,,0,,1,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Finance_Non_US_Settlement_2023.sql
BI_DB_dbo,SP_H_Cashout_Performance_Monitoring,SP,0,SB_Hourly,1,F,Non-customer dim grain (no validity gate),high,1,[BI_DB_dbo].[BI_DB_Cashout_Performance_Monitoring],,,,,,,0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_H_Cashout_Performance_Monitoring.sql
BI_DB_dbo,SP_H_EndOfDayReport_Cashouts,SP,0,SB_Hourly,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.[BI_DB_EndOfDayReport_Cashouts],,"CashoutStatus, NoOfCashouts",,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_H_EndOfDayReport_Cashouts.sql
BI_DB_dbo,SP_H_EndOfDayReport_Redeems,SP,0,SB_Hourly,1,F,Non-customer dim grain (no validity gate),high,1,[BI_DB_dbo].[BI_DB_EndOfDayReport_Redeems],,,,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_H_EndOfDayReport_Redeems.sql
BI_DB_dbo,SP_ICF_Report,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_ICF_Report,,"ECBRate, EquityCFD, EquityRealFutures, EquityStocksMargin, Rate), RealFuturesProviderMargin, TotalStockMarginLoanValue",,MifidCategory,,"PlayerStatus, Regulation",0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_ICF_Report.sql
BI_DB_dbo,SP_IndexDividend_Alert,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_IndexDividends_Alert,,,,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_IndexDividend_Alert.sql
BI_DB_dbo,SP_Instrument_Overview,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,2,BI_DB_dbo.BI_DB_Instrument_Overview; BI_DB_dbo.BI_DB_Instrument_Overview,,"InvestedAmount, Leveraged_Volume, Real_Volume, Revenue",UniqueTraders,"Average_Traded_Leverage, BuyCurrencyID, DWHInstrumentID, Exchange, InstrumentName, InstrumentType, InstrumentTypeID, Leveraged_Positions",,FirstActions,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Instrument_Overview.sql
BI_DB_dbo,SP_Instruments_BidAndAsk,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Instruments_BidAndAsk,,,,"BuyCurrencyID, Exchange, ISINCountryCode, InstrumentID, InstrumentTypeID, InstrumentTypeName, SellCurrencyID, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Instruments_BidAndAsk.sql
BI_DB_dbo,SP_Local_Currencies_MIMO,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Local_Currencies_MIMO,,"Amount, Rate, Revenue",,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Local_Currencies_MIMO.sql
BI_DB_dbo,SP_M_EOMExposures,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_EOMExposures,,,,InstrumentTypeMajor,,,0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_M_EOMExposures.sql
BI_DB_dbo,SP_M_LTV_Multipliers,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[BI_DB_dbo].[BI_DB_LTV_Revenue_Multipliers],,,,,,,0,,0,,1,L45: GROUP BY mp.CID,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_M_LTV_Multipliers.sql
BI_DB_dbo,SP_M_LifeStage_Matrix,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[BI_DB_dbo].[BI_DB_M_LifeStage_Matrix],,,,Region,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_M_LifeStage_Matrix.sql
BI_DB_dbo,SP_PIPs_Report_MID_Settings,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_PIPs_Report_MID_Settings,,,,,TransactionID,,0,,0,,0,,1,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_PIPs_Report_MID_Settings.sql
BI_DB_dbo,SP_Positions_Closed_To_IBAN,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN,,,,,PositionID,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Positions_Closed_To_IBAN.sql
BI_DB_dbo,SP_Positions_Opened_From_IBAN,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN,,,,,"DepositID, PositionID",,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Positions_Opened_From_IBAN.sql
BI_DB_dbo,SP_RAF_InviteeAbuser,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[BI_DB_dbo].[BI_DB_RAF_Invitees_KPIs],,"TotalCashoutAmount, TotalCashoutAmountAfterCompensation, TotalDepositAmount, isCashoutAfterCompensation",,Country,,"FirstDepositAmount, FirstDepositDate, NoOfTotalCashout14DaysFromFTD, TotalCashoutAmount14DaysFromFTD, isFTD30days",0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_RAF_InviteeAbuser.sql
BI_DB_dbo,SP_RecurringInvestment_Positions,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_RecurringInvestment_Positions,,,,,"DepositID, PositionID",,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_RecurringInvestment_Positions.sql
BI_DB_dbo,SP_SCD_Staking_Position,SP,0,COPY DATA,0,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.SCD_Staking_Position_Log,,,,,,,0,,0,,0,,1,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_SCD_Staking_Position.sql
BI_DB_dbo,SP_Social_Activity_Updates,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,1,[BI_DB_dbo].[BI_DB_Social_Activity_Updates],,,,,OccurredAt,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Social_Activity_Updates.sql
BI_DB_dbo,SP_Staking_Daily_Email_for_labs,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Staking_Daily_Email_for_labs,,"Avg_Daily_Total_Amount, Daily_Total_Amount",,InstrumentID,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Staking_Daily_Email_for_labs.sql
BI_DB_dbo,SP_Trading_Failures_Risk,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Trading_Failures_Risk,,Amount,,"HedgeServerID, InstrumentID, Leverage_Type",,"Regulation, RegulationID",0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Trading_Failures_Risk.sql
BI_DB_dbo,SP_US_Apex_Transactions_Trading_Activity,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.[BI_DB_US_Apex_Transactions_Trading_Activity],,"AmountApex, AmountEtoro",,"InstrumentID, InstrumentName, SymbolApex, SymbolEtoro","OrderIDApex, PositionID",,0,,0,,0,,1,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_US_Apex_Transactions_Trading_Activity.sql
BI_DB_dbo,SP_US_Stocks_Transactions_Per_Time_Unit,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_US_Stocks_Transactions_Per_Time_Unit,,,,,,,0,,0,,0,,1,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_US_Stocks_Transactions_Per_Time_Unit.sql
BI_DB_dbo,SP_Unsettled_Trades_Risk,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,BI_DB_dbo.BI_DB_Unsettled_Trades_Risk,,"Amount_USD, Local_Net_Amount",,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Unsettled_Trades_Risk.sql
DE_dbo,Check_Role_Permissions_Changes,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,4,[DE_dbo].[DatabaseRoleMembersChanges]; [DE_dbo].[DatabaseRoleMembersHistory]; [DE_dbo].[DatabasePermissionsChanges]; [DE_dbo].[DatabasePermissionsHistory],,,,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\DE_dbo\Stored Procedures\DE_dbo.Check_Role_Permissions_Changes.sql
Dealing_dbo,SP_Apex_PnL,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,4,Dealing_dbo.Dealing_Apex_PnL; Dealing_dbo.Dealing_Apex_PnL_EE; Dealing_dbo.Dealing_Apex_PnL_Daily; Dealing_dbo.Dealing_Apex_PnL_EE_Daily,,"Dividends, Equity_End, Equity_Start, PnL, PnL_DBPrice",,"InstrumentID, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Apex_PnL.sql
Dealing_dbo,SP_Apex_Recon,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,3,Dealing_dbo.Dealing_ApexRecon_TradeActivity; Dealing_dbo.Dealing_ApexRecon_Holdings; Dealing_dbo.Dealing_ApexRecon_Hedging,,"Apex_Amount, Apex_Rate, Client_NOP, Client_NOP_Units, Etoro_Amount, Etoro_Rate",,"Exchange, HedgeServerID, InstrumentID, IsBuy, LiquidityAccountID, Symbol",LastExecutionTime,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Apex_Recon.sql
Dealing_dbo,SP_BNY_VIRTU_Recon,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,4,[Dealing_dbo].[Dealing_BNY_VIRTU_ReconEODHolding]; [Dealing_dbo].[Dealing_BNY_VIRTU_ReconTrades]; [Dealing_dbo].[Dealing_BNY_Citadel_ReconTrades]; [Dealing_dbo].[Dealing_BNY_Detailed],,"AmountUSD, BNY-Clients_AmountUSD, BNY-eToro_AmountUSD, BNY-eToro_LocalAmount, BNY-eToro_Rate, BNY_AmountUSD, BNY_FXRate, BNY_LocalAmount",Account_Number,"Exchange, HedgeServerID, InstrumentID, LiquidityAccountID, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_BNY_VIRTU_Recon.sql
Dealing_dbo,SP_CEP_ExecutionMonitoring,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[Dealing_dbo].[Dealing_CEP_ExecutionMonitoring],,,,"HedgeServerID, InstrumentID, IsBuy, LiquidityAccountID, TranType",,,0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_CEP_ExecutionMonitoring.sql
Dealing_dbo,SP_CloseOnly_Recon,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[Dealing_dbo].[Dealing_CloseOnly_Recon],,"Change_in_Amount_Clients, Change_in_USDAmount_eToro, ClientAmount, ClientAmount_Previous, eToroUSDAmount, eToroUSDAmount_Previous",,"Exchange, HedgeServerID, InstrumentID, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_CloseOnly_Recon.sql
Dealing_dbo,SP_Execution_Slippage,SP,0,SB_Daily,0,F,Non-customer dim grain (no validity gate),high,4,Dealing_dbo.Dealing_Execution_Slippage; Dealing_dbo.Dealing_Execution_Slippage_AssetType; Dealing_dbo.Dealing_Execution_Slippage_RequestTime; Dealing_dbo.Dealing_Execution_Slippage_AssetType_RequestTime,,"AskSpreaded, BidSpreaded, ExecutionRate, FX_Rate, ProviderAmount_USD, eToro_AmountUSD, eToro_RequestTimeAmountUSD",,"InstrumentID, InstrumentType, IsBuy","ExecutionTime, Occurred",,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Execution_Slippage.sql
Dealing_dbo,SP_Extented_Hours_NewCID,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[Dealing_dbo].[Dealing_Extented_Hours_NewCID],,,,"CountryID, Country_Name, InstrumentID, Symbol",,,0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Extented_Hours_NewCID.sql
Dealing_dbo,SP_Failures,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,2,Dealing_dbo.Dealing_Failures; Dealing_dbo.Dealing_Failures_Rate,,Failure_Rate,,,,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Failures.sql
Dealing_dbo,SP_GSRecon,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,2,[Dealing_dbo].[Dealing_GSReconEODHolding]; [Dealing_dbo].[Dealing_GSReconTrades],,"Clients_AmountUSD, GS-Clients_AmountUSD, GS-eToro_AmountUSD, GS-eToro_LocalAmount, GS-eToro_Rate, GS_AmountUSD, GS_FXRate, GS_LocalAmount",Account_Number,"Exchange, HedgeServerID, InstrumentID, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_GSRecon.sql
Dealing_dbo,SP_Holdings_RealStocks,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,Dealing_dbo.Dealing_Holdings_RealStocks,,Amount_USD,,"InstrumentID, IsSettled",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Holdings_RealStocks.sql
Dealing_dbo,SP_IB_Recon,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,4,Dealing_dbo.Dealing_IBRecon_EODHoldings; Dealing_dbo.Dealing_IBRecon_Trades; Dealing_dbo.Dealing_IBRecon_EODHoldings_CFD; Dealing_dbo.Dealing_IBRecon_Trades_CFD,,"Clients_Amount, Clients_AmountNOP, FX_Rate, IB-Clients_Amount, IB-Clients_AmountUSD, IB-eToro_Amount, IB-eToro_AmountUSD, IB-eToro_Rate",,"Exchange, HedgeServerID, IB_Symbol, InstrumentID, IsBuy, eToro_Symbol",LastExecutionTime,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_IB_Recon.sql
Dealing_dbo,SP_JPMRecon,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,2,[Dealing_dbo].[Dealing_JPMReconEODHolding]; [Dealing_dbo].[Dealing_JPMReconTrades],,"Clients_AmountUSD, JP-Clients_AmountUSD, JP-eToro_AmountUSD, JP-eToro_LocalAmount, JP-eToro_Rate, JP_AmountUSD, JP_FXRate, JP_LocalAmount",,"Exchange, InstrumentID, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_JPMRecon.sql
Dealing_dbo,SP_MAXLeverageByNOP,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[Dealing_dbo].[Dealing_MAXLeverageByNOP],,,,"InstrumentID, Leverage1, Leverage2, Leverage3, Leverage4, Leverage5, Symbol",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_MAXLeverageByNOP.sql
Dealing_dbo,SP_ManualPositionClose,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,Dealing_dbo.Dealing_ManualPositionClose,,,,InstrumentID,"CloseOccurred, NOP_PositionID, PositionID",,0,,0,,0,,0,1,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_ManualPositionClose.sql
Dealing_dbo,SP_Manual_Exec_Trade,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,2,Dealing_dbo.Dealing_Manual_Exec_Trade; Dealing_dbo.Dealing_Manual_Exec_Trade_Summary,,"Clients_Total_Amount, Etoro_Manual_Amount, Etoro_Total_Amount, Etoro_Total_Volume, ExecutionRate",,"HedgeServer, HedgeServerID, InstrumentID, IsBuy, LiquidityAccountID, LiquidityAccountName","ExecutionTime, OrderID",,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_Manual_Exec_Trade.sql
Dealing_dbo,SP_MarketMakerAllTrade,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,[Dealing_dbo].[Dealing_MarketMakerAllTrade],,,,,"ExecutionTime, OrderId",,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_MarketMakerAllTrade.sql
Dealing_dbo,SP_MaxPositionUnits,SP,0,SB_Daily,1,F,Non-customer dim grain (no validity gate),high,1,Dealing_dbo.Dealing_MaxPositionUnits,,,,"InstrumentID, Symbol, SymbolFull",,,0,,0,,0,,0,0,policy decision — sub-account positions show separately or roll to master,"non-customer dim grain, no validity gate — policy decision",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_MaxPositionUnits.sql
