referring_schema,referring_name,referring_type,referenced_table_bare,sample_match
BI_DB_dbo,SP_CID_LifeStageDefinition,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,stFundedDate FROM [BI_DB_dbo].BI_DB_CIDFirstDates bdcd WITH (NOLOCK)   CREATE C
BI_DB_dbo,SP_AML_Documents_Request,SQL_STORED_PROCEDURE,BI_DB_AML_Documents_Request,**/  TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_Documents_Request  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_First5Actions,c.RealCID LEFT JOIN BI_DB_dbo.BI_DB_First5Actions bdfa ON bdfa.CID = dc.RealCID
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_SameIP,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_SameIP;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_DeviceID_PI_Side,e ID TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_PI_Side;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_DeviceID_Copy_Side,e ID TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_Copy_Side;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_DeviceID_AS_PI,s PI TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_AS_PI;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_DeviceID_Copiers,iers TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_DeviceID_Copiers;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_FID_PI_Side,- PI TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_PI_Side;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_FID_Copy_Side,Copy TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Copy_Side;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_FID_Same_as_pi,s PI TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Same_as_pi;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_FID_Same_Copy,pier TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse_FID_Same_Copy;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PI_Abuse;  INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_AML_PI_Abuse,SQL_STORED_PROCEDURE,BI_DB_AML_PI_Abuse_CopierTable,******/ DELETE FROM BI_DB_dbo.BI_DB_AML_PI_Abuse_CopierTable WHERE @DateID > @Past6MonthsI
BI_DB_dbo,SP_Client_Balance_New,SQL_STORED_PROCEDURE,BI_DB_Fact_Customer_Action_Position_Distribution,ttlementTypeID FROM BI_DB_dbo.BI_DB_Fact_Customer_Action_Position_Distribution bdfcapd 	JOIN DWH_dbo.Dim_Ins
BI_DB_dbo,SP_WeeklyCopyBlock,SQL_STORED_PROCEDURE,DWH_CIDs7DaysDeviation,ION u 	LEFT JOIN  		BI_DB_dbo.DWH_CIDs7DaysDeviation rstart WITH (NOLOCK) 		ON u.C
BI_DB_dbo,SP_WeeklyCopyBlock,SQL_STORED_PROCEDURE,BI_DB_WeeklyCopyBlock,N 		TRUNCATE TABLE BI_DB_dbo.[BI_DB_WeeklyCopyBlock] 			INSERT INTO BI_DB_dbo.[BI
BI_DB_dbo,SP_QTFN_Report,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,untTypeID LEFT JOIN BI_DB_dbo.BI_DB_CIDFirstDates bdcd ON bdcd.CID = dc.RealCID
BI_DB_dbo,SP_QTFN_Report,SQL_STORED_PROCEDURE,BI_DB_QTFN_Report,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_QTFN_Report     INSERT INTO BI_DB_dbo.BI_
BI_DB_dbo,SP_CIDFirstDates_HistoricalRun,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,a.CID       FROM [BI_DB_dbo].[BI_DB_CIDFirstDates] a with(NOLOCK)     JOIN #int
BI_DB_dbo,SP_BI_DB_BODailyCompensations,SQL_STORED_PROCEDURE,BI_DB_BODailyCompensations,ionID  DELETE FROM  BI_DB_dbo.BI_DB_BODailyCompensations WHERE Occurred>= @Date and Oc
BI_DB_dbo,SP_IFR_KFactors_Automation_KAUM_Monthly,SQL_STORED_PROCEDURE,BI_DB_Capital_Adequacy_Monthly_NOP,OM_Date) AS RN FROM BI_DB_dbo.BI_DB_Capital_Adequacy_Monthly_NOP WHERE Real_CFD = 'Real' -- AN
BI_DB_dbo,V_BI_DB_KYC_Score_CID_Level,VIEW,BI_DB_KYC_Score_CID_Level,dateDate]   FROM [BI_DB_dbo].[BI_DB_KYC_Score_CID_Level];
BI_DB_dbo,SP_CID_DailyCopyRevenue,SQL_STORED_PROCEDURE,BI_DB_DailyCopyRevenue,tCID)   DELETE FROM BI_DB_dbo.BI_DB_DailyCopyRevenue WHERE  DateID = @startDateINT
BI_DB_dbo,SP_CMR_Phase2_EU_Outliers,SQL_STORED_PROCEDURE,BI_DB_CMR_Phase2_EU_Outliers,r]      DELETE FROM BI_DB_dbo.BI_DB_CMR_Phase2_EU_Outliers WHERE Date = @date      INSER
Dealing_dbo,SP_PriceLocks,SQL_STORED_PROCEDURE,Dealing_PriceLocks,s  DELETE FROM [Dealing_dbo].[Dealing_PriceLocks] WHERE Date = @date  INSERT I
Dealing_dbo,V_Dealing_CEPDailyAudit_Conditions_Last180Days,VIEW,Dealing_CEPDailyAudit_Conditions, AS SELECT * FROM Dealing_dbo.Dealing_CEPDailyAudit_Conditions WHERE Date >= getdate()-180;
Dealing_dbo,SP_Staking_US,SQL_STORED_PROCEDURE,Dealing_Staking_Results_US,elect top 1* from Dealing_dbo.Dealing_Staking_Results_US where StakingMonthID = @Staki
Dealing_dbo,SP_Staking_US,SQL_STORED_PROCEDURE,Dealing_Staking_Results,ct top 100 * from Dealing_dbo.Dealing_Staking_Results  WHERE StakingMonthID = 20250
Dealing_dbo,SP_Staking_US,SQL_STORED_PROCEDURE,Dealing_Staking_Club_US,---   DELETE FROM Dealing_dbo.Dealing_Staking_Club_US WHERE StakingMonthID = @Staki
Dealing_dbo,SP_Staking_US,SQL_STORED_PROCEDURE,Dealing_Staking_Summary_US,----  DELETE FROM Dealing_dbo.Dealing_Staking_Summary_US WHERE StakingMonthID = @Staki
Dealing_dbo,SP_Staking_US,SQL_STORED_PROCEDURE,Dealing_Staking_Summary,S --select * from Dealing_dbo.Dealing_Staking_Summary WHERE StakingMonthID = 202506
Dealing_dbo,SP_Staking_US,SQL_STORED_PROCEDURE,Dealing_Staking_Position_US,----  DELETE FROM Dealing_dbo.Dealing_Staking_Position_US WHERE StakingMonthID = @Staki
BI_DB_dbo,SP_AffiliateFTDsAndURLS,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,m_Affiliate da JOIN BI_DB_dbo.BI_DB_CIDFirstDates fd ON fd.SerialID = da.Affili
BI_DB_dbo,SP_AffiliateFTDsAndURLS,SQL_STORED_PROCEDURE,BI_DB_AffiliateFTDsAndURLS,   DELETE FROM   [BI_DB_dbo].[BI_DB_AffiliateFTDsAndURLS] WHERE (FirstDepositDate=@Dat
BI_DB_dbo,BI_DB_V_DDR_AUM,VIEW,BI_DB_DDR_Fact_AUM,onsTotalEquity FROM BI_DB_dbo.BI_DB_DDR_Fact_AUM bddfe;
BI_DB_dbo,SP_BI_DB_Suitability_KYC,SQL_STORED_PROCEDURE,BI_DB_KYC_Panel,Above_200K' 	  FROM BI_DB_dbo.BI_DB_KYC_Panel a)kyc ON p.GCID=kyc.GCID   --
BI_DB_dbo,SP_BI_DB_Suitability_KYC,SQL_STORED_PROCEDURE,BI_DB_KYC_Knowledge_Assessment,M #pop p INNER JOIN BI_DB_dbo.BI_DB_KYC_Knowledge_Assessment bdkka ON p.GCID = bdkka.GCID 
BI_DB_dbo,SP_BI_DB_Suitability_KYC,SQL_STORED_PROCEDURE,BI_DB_KYC_Questions_Answers_Row_Data,rId            FROM BI_DB_dbo.BI_DB_KYC_Questions_Answers_Row_Data bdkqard             WHERE bdk
BI_DB_dbo,SP_Affiliate_Guidlines_Report,SQL_STORED_PROCEDURE,BI_DB_Affiliate_Guidlines_Report,       IF OBJECT_ID('tempdb..#BI_DB_Affiliate_Guidlines_Report') IS NOT NULL DROP TABLE #BI_
BI_DB_dbo,SP_AML_SAR_Report,SQL_STORED_PROCEDURE,BI_DB_KYC_Panel,StatusID  LEFT JOIN BI_DB_dbo.BI_DB_KYC_Panel bdkp ON dc.RealCID = bdkp.Rea
BI_DB_dbo,SP_AML_SAR_Report,SQL_STORED_PROCEDURE,BI_DB_AML_SAR_Report_FCA,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_SAR_Report_FCA  INSERT INTO BI_DB_dbo.BI_DB_
Dealing_dbo,SP_JP_Credit_Risk,SQL_STORED_PROCEDURE,Dealing_JP_Credit_Risk,able  DELETE FROM Dealing_dbo.Dealing_JP_Credit_Risk WHERE Date=@Date   INSERT INT
BI_DB_dbo,SP_ReverseCO_Report,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,easonID INNER JOIN BI_DB_dbo.[BI_DB_CIDFirstDates] fd WITH(NOLOCK) ON  fd.CID =
BI_DB_dbo,SP_ReverseCO_Report,SQL_STORED_PROCEDURE,BI_DB_ReverseCoReport,/ DELETE FROM    [BI_DB_dbo].[BI_DB_ReverseCoReport]     WHERE CAST(CoCanceledDat
BI_DB_dbo,SP_ReverseCO_Report,SQL_STORED_PROCEDURE,BI_DB_UsageTracking_SF,M #temp t LEFT JOIN BI_DB_dbo.BI_DB_UsageTracking_SF  sf WITH(NOLOCK) ON sf.CID = 
BI_DB_dbo,SP_W_Tue_Reg_UK_Compliance_KYC_Weekly_Export,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,ionID 	LEFT JOIN [BI_DB_dbo].[BI_DB_CIDFirstDates] fd (NOLOCK) ON dc.RealCID = 
BI_DB_dbo,SP_W_Tue_Reg_UK_Compliance_KYC_Weekly_Export,SQL_STORED_PROCEDURE,BI_DB_Reg_UK_Compliance_KYC_Weekly_Export,  TRUNCATE TABLE [BI_DB_dbo].[BI_DB_Reg_UK_Compliance_KYC_Weekly_Export] INSERT INTO [BI_DB_dbo].[BI_
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_LTV_BI_Actual,date GLTV from the new table [BI_DB_LTV_BI_Actual] (replaced previous BI_DB_Rea
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_CID_VerificationLevel,tionLevelID3   from BI_DB_dbo.BI_DB_CID_VerificationLevel a    join #funnel b   on a.Re
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_FB_Report,_FB_Insight_Ext]*/  BI_DB_dbo.BI_DB_FB_Report a    -- left JOIN DWH_dbo.Dim
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_DailyCommisionReport, #funnel b 	JOIN [BI_DB_dbo].[BI_DB_DailyCommisionReport] dcr with (NOLOCK)  	ON dcr.R
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_MarketingDailyRawData,**   delete from [BI_DB_dbo].[BI_DB_MarketingDailyRawData]  where DateID >= @StartOfLas
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,ned') Funnel   from BI_DB_dbo.BI_DB_CIDFirstDates a    join #funnel b    on a.C
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_FirstTimeRev10,th a   left join [BI_DB_dbo].[BI_DB_FirstTimeRev10] rev10  on a.CID = rev10.CID 
BI_DB_dbo,SP_Marketing_Cube,SQL_STORED_PROCEDURE,BI_DB_MarketingMonthlyRawData,**   delete from [BI_DB_dbo].[BI_DB_MarketingMonthlyRawData] where YearMonthID >= @StartO
BI_DB_dbo,SP_AML_PlayerStatus_Changes,SQL_STORED_PROCEDURE,BI_DB_AML_PlayerStatus_Changes,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_AML_PlayerStatus_Changes  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_CryptoDashboard,SQL_STORED_PROCEDURE,BI_DB_Crypto_Dashboard,y]   DELETE FROM [BI_DB_dbo].[BI_DB_Crypto_Dashboard] WHERE DateID = @dateID   INS
BI_DB_dbo,SP_QMMF_Report,SQL_STORED_PROCEDURE,BI_DB_QMMF_Report,------- DELETE FROM BI_DB_dbo.BI_DB_QMMF_Report WHERE LastInteractionDate=@Da
BI_DB_dbo,SP_QMMF_Report,SQL_STORED_PROCEDURE,BI_DB_QMMF_Report_Finance,------  DELETE FROM BI_DB_dbo.BI_DB_QMMF_Report_Finance WHERE DateID=@DateID  INSERT 
BI_DB_dbo,SP_Affiliates_VerificationSLA,SQL_STORED_PROCEDURE,BI_DB_Affiliates_VerificationSLA,   Truncate table  BI_DB_dbo.[BI_DB_Affiliates_VerificationSLA] INSERT INTO   BI_DB_dbo.[BI_
BI_DB_dbo,SP_Publications,SQL_STORED_PROCEDURE,BI_DB_Publications,_live pl LEFT JOIN  BI_DB_dbo.BI_DB_Publications pu   ON pu.CID = pl.CID   WHE
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SQL_STORED_PROCEDURE,BI_DB_AMLPeriodicReview, AS rn         FROM BI_DB_dbo.BI_DB_AMLPeriodicReview     ) x     WHERE rn = 1     
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,ewPending'     FROM BI_DB_dbo.BI_DB_CIDFirstDates v         join #populationfin
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SQL_STORED_PROCEDURE,BI_DB_KYC_Panel,entAmount      FROM BI_DB_dbo.BI_DB_KYC_Panel bdkp         JOIN #population
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SQL_STORED_PROCEDURE,BI_DB_RiskAlertManagementTool,atePerType     FROM BI_DB_dbo.BI_DB_RiskAlertManagementTool amt         join #populationf
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SQL_STORED_PROCEDURE,BI_DB_AML_BI_Alerts_New,IAlertDate     FROM BI_DB_dbo.BI_DB_AML_BI_Alerts_New amt         join #populationf
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SQL_STORED_PROCEDURE,BI_DB_AMLPeriodicReview_PostReview,ta      DELETE FROM BI_DB_dbo.BI_DB_AMLPeriodicReview_PostReview WHERE RealCID IN (SELECT Real
BI_DB_dbo,SP_Regulation_Change_Abuse,SQL_STORED_PROCEDURE,BI_DB_Regulation_Change_Abuse_Categories,s:  truncate table  BI_DB_dbo.BI_DB_Regulation_Change_Abuse_Categories  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_Regulation_Change_Abuse,SQL_STORED_PROCEDURE,BI_DB_Regulation_Change_Abuse_CIDs,e statement: MERGE BI_DB_dbo.[BI_DB_Regulation_Change_Abuse_CIDs] trgt USING #finalcid src ON 
Dealing_dbo,SP_Staking,SQL_STORED_PROCEDURE,Dealing_Staking_Results,elect top 1* from Dealing_dbo.Dealing_Staking_Results where StakingMonthID = @Staki
Dealing_dbo,SP_Staking,SQL_STORED_PROCEDURE,Dealing_Staking_Summary,---   DELETE FROM Dealing_dbo.Dealing_Staking_Summary WHERE StakingMonthID = @Staki
Dealing_dbo,SP_Staking,SQL_STORED_PROCEDURE,Dealing_Staking_Position,----  DELETE FROM Dealing_dbo.Dealing_Staking_Position WHERE StakingMonthID = @Staki
BI_DB_dbo,SP_Wires_PIP_Calculation_Report,SQL_STORED_PROCEDURE,BI_DB_Wire_PIP_Report,orporate')   DELETE BI_DB_dbo.BI_DB_Wire_PIP_Report WHERE PaymentDate=@Date   INS
BI_DB_dbo,SP_DailyPanel_Copy,SQL_STORED_PROCEDURE,DWH_CIDsDailyRisk,AS RiskScore  	FROM BI_DB_dbo.DWH_CIDsDailyRisk cdr WITH (NOLOCK) 	LEFT JOIN 
BI_DB_dbo,SP_DailyPanel_Copy,SQL_STORED_PROCEDURE,DWH_GainDaily,S Gain_MTD    	FROM BI_DB_dbo.DWH_GainDaily a with (NOLOCK)     	JOIN #Co
BI_DB_dbo,SP_DailyPanel_Copy,SQL_STORED_PROCEDURE,BI_DB_DailyPanel_Copy,CID    	DELETE FROM BI_DB_dbo.BI_DB_DailyPanel_Copy 	WHERE DateID = @date_int   	
BI_DB_dbo,SP_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,SQL_STORED_PROCEDURE,BI_DB_KYC_Panel, = td.CID left join BI_DB_dbo.BI_DB_KYC_Panel kycp on kycp.RealCID=mf.CID l
BI_DB_dbo,SP_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,SQL_STORED_PROCEDURE,BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,able TRUNCATE TABLE BI_DB_dbo.BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_H_HourlyReport_Redeems,SQL_STORED_PROCEDURE,BI_DB_HourlyReport_Redeems,    truncate table BI_DB_dbo.[BI_DB_HourlyReport_Redeems]     INSERT INTO BI_DB_dbo.[B
BI_DB_dbo,SP_ClubChangeLogProduct,SQL_STORED_PROCEDURE,BI_DB_ClubChangeLogProduct,NT)  DELETE FROM [BI_DB_dbo].[BI_DB_ClubChangeLogProduct] WHERE  Date >= @Date	  IF OB
BI_DB_dbo,SP_Index_Divident_TaxReport,SQL_STORED_PROCEDURE,BI_DB_Index_Dividend_TaxReport,)	    DELETE FROM  BI_DB_dbo.[BI_DB_Index_Dividend_TaxReport] WHERE DateID = @DateID   INS
Dealing_dbo,SP_Islamic_Administrative_Fee,SQL_STORED_PROCEDURE,Dealing_Islamic_Daily_Administrative_Fee,   DELETE FROM [Dealing_dbo].[Dealing_Islamic_Daily_Administrative_Fee] WHERE Date = @Date  INSERT I
BI_DB_dbo,SP_LimitedAccountsWithReasonsNEW,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,CID AS RealCID FROM BI_DB_dbo.BI_DB_CIDFirstDates bdcd  JOIN DWH_dbo.Dim_Custom
BI_DB_dbo,SP_LimitedAccountsWithReasonsNEW,SQL_STORED_PROCEDURE,BI_DB_LimitedAccountsWithReasonsNEW,  truncate TABLE [BI_DB_dbo].[BI_DB_LimitedAccountsWithReasonsNEW] INSERT INTO [BI_DB_dbo].[BI_
BI_DB_dbo,SP_OPS_VerificationPipeline_Level2,SQL_STORED_PROCEDURE,BI_DB_RiskAlertManagementTool,distinct a.CID FROM BI_DB_dbo.BI_DB_RiskAlertManagementTool a WHERE  AlertType like ('%Re
BI_DB_dbo,SP_OPS_VerificationPipeline_Level2,SQL_STORED_PROCEDURE,BI_DB_OPS_VerificationPipeline_OverLevel2,    Truncate table  BI_DB_dbo.BI_DB_OPS_VerificationPipeline_OverLevel2 INSERT INTO     BI_DB_dbo.BI_
BI_DB_dbo,SP_AML_Terror_Monitor_Dashboard,SQL_STORED_PROCEDURE,BI_DB_AML_SubEntity_Categorization, bdrc.CID LEFT JOIN BI_DB_dbo.BI_DB_AML_SubEntity_Categorization bdasec ON bdasec.CID = dc.Rea
BI_DB_dbo,SP_USA_FinanceReport_forTax,SQL_STORED_PROCEDURE,BI_DB_USA_FinanceReport_forTax,ct a.RealCID  	from BI_DB_dbo.BI_DB_USA_FinanceReport_forTax a with (NOLOCK) 	JOIN #US b 	
BI_DB_dbo,SP_USA_FinanceReport_forTax,SQL_STORED_PROCEDURE,BI_DB_USA_FinanceReport_forTax_CreditID,***************/ -- NOTES  -- BI_DB_USA_FinanceReport_forTax_CreditID   --declare @Date date --set 
Dealing_dbo,SP_CEP_ExecutionMonitoring,SQL_STORED_PROCEDURE,Dealing_CEP_ExecutionMonitoring,*/ Delete from [Dealing_dbo].[Dealing_CEP_ExecutionMonitoring] where DateID< CAST(CONVERT(V
BI_DB_dbo,SP_Local_Currencies_MIMO,SQL_STORED_PROCEDURE,BI_DB_Local_Currencies_MIMO,cdu     DELETE FROM BI_DB_dbo.BI_DB_Local_Currencies_MIMO WHERE DateID=@DateID   INSERT
BI_DB_dbo,SP_Failed_Verification_MA,SQL_STORED_PROCEDURE,BI_DB_Failed_Verification_MA,  TRUNCATE TABLE [BI_DB_dbo].[BI_DB_Failed_Verification_MA]   INSERT INTO [BI_DB_dbo].[B
BI_DB_dbo,SP_Failed_Verification_MA,SQL_STORED_PROCEDURE,BI_DB_Operations_Onboarding_Flow_UserKPIs,E() UpdateDate FROM BI_DB_dbo.BI_DB_Operations_Onboarding_Flow_UserKPIs bdoofuk		 LEFT JOIN #TempReje
BI_DB_dbo,SP_Finance_Staking_Report,SQL_STORED_PROCEDURE,BI_DB_Finance_Staking_Report,BY 2;  --;  delete  BI_DB_dbo.BI_DB_Finance_Staking_Report                              
Dealing_dbo,SP_ClientCountry,SQL_STORED_PROCEDURE,Dealing_ClientCountry,----  DELETE FROM Dealing_dbo.Dealing_ClientCountry WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_ClientCountry,SQL_STORED_PROCEDURE,Dealing_ClientCountry_Reg,1 f   DELETE FROM Dealing_dbo.Dealing_ClientCountry_Reg WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_Marex_Recon,SQL_STORED_PROCEDURE,Dealing_Marex_Recon_EODHoldings,----- DELETE FROM Dealing_dbo.Dealing_Marex_Recon_EODHoldings WHERE Date=@Date  INSERT INTO
Dealing_dbo,SP_Marex_Recon,SQL_STORED_PROCEDURE,Dealing_Marex_Recon_EODHoldings_Futures,tures DELETE FROM Dealing_dbo.Dealing_Marex_Recon_EODHoldings_Futures WHERE Date=@Date  INSERT INTO
BI_DB_dbo,SP_AML_Affiliate_Abuse,SQL_STORED_PROCEDURE,BI_DB_MarketingMonthlyRawData,AS NetRevenues FROM BI_DB_dbo.BI_DB_MarketingMonthlyRawData bdmmrd  JOIN DWH_dbo.Dim_Affi
BI_DB_dbo,SP_AML_Affiliate_Abuse,SQL_STORED_PROCEDURE,BI_DB_First5Actions,erLevelID LEFT JOIN BI_DB_dbo.BI_DB_First5Actions bdfa ON bdfa.CID = dc.RealCID
BI_DB_dbo,SP_CID_Compliance_CID_And_Country_Risk_Lists,SQL_STORED_PROCEDURE,BI_DB_Compliance_Restriction_Lists_Countries,s    TRUNCATE TABLE BI_DB_dbo.BI_DB_Compliance_Restriction_Lists_Countries   TRUNCATE TABLE BI_DB_dbo.BI
BI_DB_dbo,SP_CID_Compliance_CID_And_Country_Risk_Lists,SQL_STORED_PROCEDURE,BI_DB_Compliance_Restriction_Lists_CIDs,es   TRUNCATE TABLE BI_DB_dbo.BI_DB_Compliance_Restriction_Lists_CIDs    -- TRUNCATE TABLE BI_DB_db
BI_DB_dbo,SP_CID_Compliance_CID_And_Country_Risk_Lists,SQL_STORED_PROCEDURE,BI_DB_Compliance_Restriction_Lists_Forbidden_Trading,  -- TRUNCATE TABLE BI_DB_dbo.BI_DB_Compliance_Restriction_Lists_Forbidden_Trading      INSERT INTO BI_DB_dbo.BI
BI_DB_dbo,SP_US_Stocks_Apex_PFOF_20221027,SQL_STORED_PROCEDURE,BI_DB_US_Stocks_Apex_PFOF,ert DELETE FROM  [BI_DB_dbo].[BI_DB_US_Stocks_Apex_PFOF] WHERE @Date=TradeDate   INSE
BI_DB_dbo,SP_DWH_GainDaily,SQL_STORED_PROCEDURE,DWH_GainDaily,     DELETE FROM [BI_DB_dbo].[DWH_GainDaily] where [Date] = @gain_dt     
BI_DB_dbo,SP_BI_DB_CryptoDashboardNew,SQL_STORED_PROCEDURE,BI_DB_CryptoDashboardNew,y]   DELETE FROM [BI_DB_dbo].[BI_DB_CryptoDashboardNew] WHERE DateID = @dateID   INS
BI_DB_dbo,SP_InvestorReportDetails,SQL_STORED_PROCEDURE,BI_DB_InvestorsDetail,***/  --DELETE from BI_DB_dbo.BI_DB_InvestorsDetail  --WHERE DateID < @StartddINT
BI_DB_dbo,SP_InvestorReportDetails,SQL_STORED_PROCEDURE,BI_DB_UsageTracking_SF,",sf.ActionName FROM BI_DB_dbo.BI_DB_UsageTracking_SF sf WHERE ActionName IN ('Phon"
BI_DB_dbo,SP_IFRS_15_DateRange_Balance,SQL_STORED_PROCEDURE,BI_DB_IFRS15_Daily_Balance,FD_Real_Filter FROM BI_DB_dbo.BI_DB_IFRS15_Daily_Balance bdidb WHERE bdidb.Date = @sda
BI_DB_dbo,SP_CMR_Phase2_USA_CustomerBalance_ApexAdjusted,SQL_STORED_PROCEDURE,BI_DB_CMR_Phase2_USA_CustomerBalance_ApexAdjusted,te      DELETE FROM BI_DB_dbo.BI_DB_CMR_Phase2_USA_CustomerBalance_ApexAdjusted WHERE [Date] = @date      INS
eMoney_dbo,SP_eMoney_AM_Target,SQL_STORED_PROCEDURE,BI_DB_UsageTracking_SF,ontact_dates --FROM BI_DB.dbo.BI_DB_UsageTracking_SF bduts WITH (NOLOCK) --JOIN #p
Dealing_dbo,SP_DailyVariableSpread,SQL_STORED_PROCEDURE,Dealing_DailyVariableSpread,   DELETE FROM [Dealing_dbo].[Dealing_DailyVariableSpread] WHERE DateID = @DateID  INSE
BI_DB_dbo,SP_DDR_Fact_MIMO_Options_Platform,SQL_STORED_PROCEDURE,BI_DB_DDR_Fact_MIMO_Options_Platform,  TRUNCATE TABLE [BI_DB_dbo].[BI_DB_DDR_Fact_MIMO_Options_Platform] INSERT INTO [BI_DB_dbo].[BI_
BI_DB_dbo,SP_US_Stocks_Transactions_Per_Time_Unit,SQL_STORED_PROCEDURE,BI_DB_US_Stocks_Transactions_Per_Time_Unit,nsert  DELETE FROM  BI_DB_dbo.BI_DB_US_Stocks_Transactions_Per_Time_Unit  WHERE Date=@Date    INSERT I
BI_DB_dbo,SP_PositionHoldingTime,SQL_STORED_PROCEDURE,BI_DB_PositionHoldingTime,S INT)  DELETE FROM BI_DB_dbo.BI_DB_PositionHoldingTime WHERE CloseDate = @Date  INSE
BI_DB_dbo,SP_DDR_Fact_AUM,SQL_STORED_PROCEDURE,BI_DB_DDR_Fact_AUM,lect count( *) from BI_DB_dbo.BI_DB_DDR_Fact_AUM where DateID = 20251010 -- se
