uc_fqn,column,deployed_comment,signals
main.etoro_kpi_prep.v_revenue_adminfee,verificationlevelid,KYC verification level. DEFAULT -1. FK to Dim_VerificationLevel. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Snap,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_commission,labelid,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LabelID (CC). FK to Dim_Label. Lab","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AmountUSD', 'ClosedPositionV', 'ClosedPositionVW'] || HEADING_ANCHOR: ['BI_DB_ChargebackReport.review-needed: S2. PlayerLevelID != 4 and LabelID != 26']"
main.etoro_kpi_prep.v_revenue_commission,verificationlevelid,KYC (Know Your Customer) verification level. DEFAULT -1. Source: Ext_FSC_BackOffice_Customer.VerificationLevelID (BO). FK to Dim_VerificationLevel. (Tier 2 - SP,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_fullcommission,labelid,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LabelID (CC). FK to Dim_Label. Lab","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AmountUSD', 'ClosedPositionV', 'ClosedPositionVW'] || HEADING_ANCHOR: ['BI_DB_ChargebackReport.review-needed: S2. PlayerLevelID != 4 and LabelID != 26']"
main.etoro_kpi_prep.v_revenue_fullcommission,verificationlevelid,KYC (Know Your Customer) verification level. DEFAULT -1. Source: Ext_FSC_BackOffice_Customer.VerificationLevelID (BO). FK to Dim_VerificationLevel. (Tier 2 - SP,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_rollover,labelid,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. FK to Dim_Label. Passthrough from Fact_SnapshotCustomer at action date vi","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AmountUSD', 'ClosedPositionV', 'ClosedPositionVW'] || HEADING_ANCHOR: ['BI_DB_ChargebackReport.review-needed: S2. PlayerLevelID != 4 and LabelID != 26']"
main.etoro_kpi_prep.v_revenue_rollover,verificationlevelid,KYC verification level. DEFAULT -1. FK to Dim_VerificationLevel. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Snap,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_dividend,labelid,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. FK to Dim_Label. Passthrough from Fact_SnapshotCustomer at action date vi","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AmountUSD', 'ClosedPositionV', 'ClosedPositionVW'] || HEADING_ANCHOR: ['BI_DB_ChargebackReport.review-needed: S2. PlayerLevelID != 4 and LabelID != 26']"
main.etoro_kpi_prep.v_revenue_dividend,verificationlevelid,KYC verification level. DEFAULT -1. FK to Dim_VerificationLevel. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Snap,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_stakingfee,labelid,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LabelID (CC). FK to Dim_Label. Lab","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AmountUSD', 'ClosedPositionV', 'ClosedPositionVW'] || HEADING_ANCHOR: ['BI_DB_ChargebackReport.review-needed: S2. PlayerLevelID != 4 and LabelID != 26']"
main.etoro_kpi_prep.v_revenue_stakingfee,verificationlevelid,KYC (Know Your Customer) verification level. DEFAULT -1. Source: Ext_FSC_BackOffice_Customer.VerificationLevelID (BO). FK to Dim_VerificationLevel. (Tier 2 - SP,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,labelid,"Brand/label associated with the customer (e.g., eToro UK, eToro Australia). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LabelID (CC). FK to Dim_Label. Lab","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AmountUSD', 'ClosedPositionV', 'ClosedPositionVW'] || HEADING_ANCHOR: ['BI_DB_ChargebackReport.review-needed: S2. PlayerLevelID != 4 and LabelID != 26']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,verificationlevelid,KYC (Know Your Customer) verification level. DEFAULT -1. Source: Ext_FSC_BackOffice_Customer.VerificationLevelID (BO). FK to Dim_VerificationLevel. (Tier 2 - SP,"SIBLING_PHRASES: ['ApexCID', 'AutomaticallyVerified', 'BackOffice', 'BirthDate', 'COALESCE', 'COMPLETE'] || HEADING_ANCHOR: ['BI_DB_AML_Multiple_Accounts_SameIP.review-needed: 5. VerificationLevelID Filter Discrepancy']"
main.etoro_kpi_prep.v_revenue_adminfee,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. FK to Dim_GuruStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.F,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_commission,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.GuruStatusID (BO). FK to Dim_GuruStatus. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_fullcommission,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.GuruStatusID (BO). FK to Dim_GuruStatus. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_rollover,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. FK to Dim_GuruStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.F,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_dividend,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. FK to Dim_GuruStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.F,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_stakingfee,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.GuruStatusID (BO). FK to Dim_GuruStatus. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,gurustatusid,Popular Investor (Guru) program status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.GuruStatusID (BO). FK to Dim_GuruStatus. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['AccountTypeID', 'BETWEEN', 'CopyFund', 'CopyType', 'CountryID', 'CustomerStatic'] || HEADING_ANCHOR: ['BI_DB_DailyCopyRevenue: 2.7 GuruStatusID, CountryID, AccountTypeID — PI Attributes at @date']"
main.etoro_kpi_prep.v_dim_instrument_enriched,instrumentdisplayname,"Human-readable name shown in UI (e.g., ""Apple"", ""EUR/USD""). Used in position displays, order forms, and APIs. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instr","SIBLING_PHRASES: ['ActionType', 'AmountInUni', 'BuyCurrency', 'CryptoHolded', 'CryptoName', 'DATEADD'] || HEADING_ANCHOR: ['BI_DB_DailyZeroPnL_Stocks.review-needed: 2. InstrumentDisplayName table origin ambiguity']"
main.etoro_kpi_prep.v_trading_volume_and_amount,totalvolume,"Row-level ISNULL(VolumeOpen,0)+ISNULL(VolumeClose,0) in CTE; output SUM(CAST(TotalVolume AS BIGINT)) by group. Source: DWH_dbo.Dim_Position.Volume, VolumeOnClos","SIBLING_PHRASES: ['BidSpreaded', 'ClosedVolume', 'DateID', 'InitialAmount', 'InitialAmountCe', 'OpenedVolume'] || HEADING_ANCHOR: ['Dealing_Unrealized_CryptoRebate.review-needed: 3. TotalVolume Double-Counting']"
main.etoro_kpi_prep.v_trading_volume_and_amount,isbuy,GROUP BY. Source: DWH_dbo.Dim_Position.IsBuy. (T1 — Function_Trading_Volume),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,isbuy,"1 = Long/Buy (profit when price rises), 0 = Short/Sell. (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: DWH_dbo.Dim_Position.IsBuy. (T1 — Function_Trad","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_revenue_optionsplatform,isbuy,1. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_revenue_adminfee,isbuy,"1 = Long/Buy, 0 = Short/Sell. Resolved via COALESCE(dp.IsBuy, fca.IsBuy): prefers Dim_Position value, falls back to Fact_CustomerAction. NULL if both sources ar","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_revenue_commission,isbuy,1 Long 0 Short; NULL ⇒ non-trade row sentinel. (Tier 1 — Trade.PositionTbl) (via Fact_CustomerAction). Source: Fact_CustomerAction.IsBuy. (T1 — Function_Revenue,"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_revenue_fullcommission,isbuy,1 Long 0 Short; NULL ⇒ non-trade row sentinel. (Tier 1 — Trade.PositionTbl) (via Fact_CustomerAction). Source: Fact_CustomerAction.IsBuy. (T1 — Function_Revenue,"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_revenue_rollover,isbuy,"1 = Long/Buy, 0 = Short/Sell. Resolved via COALESCE(dp.IsBuy, fca.IsBuy): prefers Dim_Position value, falls back to Fact_CustomerAction. NULL if both sources ar","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.v_revenue_dividend,isbuy,"1 = Long/Buy, 0 = Short/Sell. Resolved via COALESCE(dp.IsBuy, fca.IsBuy): prefers Dim_Position value, falls back to Fact_CustomerAction. NULL if both sources ar","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.tvf_pnl_single_day,isbuy,"1 = Long/Buy (profit when price rises), 0 = Short/Sell. (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: . (T1 — Function_PnL_Single_Day)","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionNumber', 'ActionTypeID', 'AmountInUni', 'AmountInUnitsDecimal'] || HEADING_ANCHOR: ['BI_DB_rsk_Risk_PI_Stats: 2.2 IsBuy Percentage (Directional Bias)']"
main.etoro_kpi_prep.tvf_pnl_single_day,hedgeserverid,FK to Trade.HedgeServer. Hedge server managing this position. (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: . (T1 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['AmountInUni', 'BNYMellon', 'CLUSTERED', 'COALESCE', 'ClusteredIndex', 'DateID'] || HEADING_ANCHOR: ['BI_DB_CreditRiskMatrix: 3.4 ROUND_ROBIN Distribution + ClusteredIndex on HedgeServerID']"
main.etoro_kpi_prep.v_dim_instrument_enriched,providerid,"FK to Trade.Provider. Identifies the execution provider (e.g., 1=Tribe). From Trade.ProviderToInstrument. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateFrom', 'DateTo', 'HedgeServerID', 'InstrumentID', 'IsGermanBaFin', 'IsSettled'] || HEADING_ANCHOR: ['BI_DB_SpreadedPriceCandle60MinSplitted.review-needed: 2. ProviderID Mapping']"
main.etoro_kpi_prep.v_dim_instrument_enriched,industry,"Industry sector label from IMD (e.g., Technology, Consumer Goods). NULL for forex/crypto. From Trade.InstrumentMetaData. (Tier 1 — Trade.InstrumentMetaData) (vi","SIBLING_PHRASES: ['ISNULL', 'IndustryGroup', 'InstrumentID'] || HEADING_ANCHOR: ['BI_DB_InstrumentsAlerts: 3.6 Blank Industry and Exchange', 'BI_DB_Stocks_Opportunities: 7.3 Industry Group Momentum']"
main.etoro_kpi_prep.v_trading_volume_and_amount,iscopy,CASE WHEN MirrorID > 0 THEN 1 ELSE 0 END; GROUP BY. Source: DWH_dbo.Dim_Position.MirrorID. (T2 — Function_Trading_Volume),"SIBLING_PHRASES: ['ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,iscopy,CASE WHEN MirrorID > 0 THEN 1 ELSE 0 END. Source: DWH_dbo.Dim_Position.MirrorID. (T2 — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_optionsplatform,iscopy,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_adminfee,iscopy,CASE WHEN MirrorID <> 0 THEN 1 ELSE 0 END. Source: BI_DB_Fact_Customer_Action_Position_Distribution. (T2 — Function_Revenue_AdminFee),"SIBLING_PHRASES: ['ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_rollover,iscopy,CASE WHEN MirrorID <> 0 THEN 1 ELSE 0 END. Source: BI_DB_Fact_Customer_Action_Position_Distribution. (T2 — Function_Revenue_RolloverFee),"SIBLING_PHRASES: ['ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_dividend,iscopy,CASE WHEN MirrorID <> 0 THEN 1 ELSE 0 END. Source: BI_DB_Fact_Customer_Action_Position_Distribution.MirrorID. (T2 — Function_Revenue_Dividend),"SIBLING_PHRASES: ['ActionTypeID', 'ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_adminfee,occurred,UTC timestamp when the action occurred. Passthrough from Fact_CustomerAction. (Tier 1 — source-dependent) (via BI_DB_Fact_Customer_Action_Position_Distribution),"SIBLING_PHRASES: ['AccountTypeID', 'ActionNumber', 'ActionTypeID', 'AmountUSD', 'AppFlyer', 'BETWEEN'] || HEADING_ANCHOR: ['BI_DB_AssignmentToolVolumes: 3.2 Occurred Is the Outcome Datetime']"
main.etoro_kpi_prep.v_revenue_commission,occurred,UTC timestamp when the action occurred. For position opens: when position was opened. For logins: login time. For credits: when the credit was recorded. (Tier 1,"SIBLING_PHRASES: ['AccountTypeID', 'ActionNumber', 'ActionTypeID', 'AmountUSD', 'AppFlyer', 'BETWEEN'] || HEADING_ANCHOR: ['BI_DB_AssignmentToolVolumes: 3.2 Occurred Is the Outcome Datetime']"
main.etoro_kpi_prep.v_revenue_fullcommission,occurred,UTC timestamp when the action occurred. For position opens: when position was opened. For logins: login time. For credits: when the credit was recorded. (Tier 1,"SIBLING_PHRASES: ['AccountTypeID', 'ActionNumber', 'ActionTypeID', 'AmountUSD', 'AppFlyer', 'BETWEEN'] || HEADING_ANCHOR: ['BI_DB_AssignmentToolVolumes: 3.2 Occurred Is the Outcome Datetime']"
main.etoro_kpi_prep.v_revenue_rollover,occurred,UTC timestamp when the action occurred. Passthrough from Fact_CustomerAction. (Tier 1 — source-dependent) (via BI_DB_Fact_Customer_Action_Position_Distribution),"SIBLING_PHRASES: ['AccountTypeID', 'ActionNumber', 'ActionTypeID', 'AmountUSD', 'AppFlyer', 'BETWEEN'] || HEADING_ANCHOR: ['BI_DB_AssignmentToolVolumes: 3.2 Occurred Is the Outcome Datetime']"
main.etoro_kpi_prep.v_revenue_dividend,occurred,UTC timestamp when the action occurred. Passthrough from Fact_CustomerAction. (Tier 1 — source-dependent) (via BI_DB_Fact_Customer_Action_Position_Distribution),"SIBLING_PHRASES: ['AccountTypeID', 'ActionNumber', 'ActionTypeID', 'AmountUSD', 'AppFlyer', 'BETWEEN'] || HEADING_ANCHOR: ['BI_DB_AssignmentToolVolumes: 3.2 Occurred Is the Outcome Datetime']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,occurred,UTC timestamp when the action occurred. For position opens: when position was opened. For logins: login time. For credits: when the credit was recorded. (Tier 1,"SIBLING_PHRASES: ['AccountTypeID', 'ActionNumber', 'ActionTypeID', 'AmountUSD', 'AppFlyer', 'BETWEEN'] || HEADING_ANCHOR: ['BI_DB_AssignmentToolVolumes: 3.2 Occurred Is the Outcome Datetime']"
main.etoro_kpi_prep.v_dim_instrument_enriched,isincountrycode,"Country prefix of ISIN (e.g., ""US""). Audit-tracked. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument). Source: isn.ISINCountryCode. (T1 — Function_Instru","SIBLING_PHRASES: ['ISINCode', 'ISINCountryC', 'InstrumentType', 'InstrumentTypeID', 'IsLocalStock', 'IsSettled'] || HEADING_ANCHOR: ['BI_DB_Instruments_BidAndAsk: ISINCountryCode Derivation']"
main.etoro_kpi_prep.v_revenue_commission,iscopy,"CASE WHEN ActionTypeID IN (2,3,5,6) THEN 1 ELSE 0 END. Source: Fact_CustomerAction.ActionTypeID. (T2 — Function_Revenue_Commissions)","SIBLING_PHRASES: ['ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID', 'DISTINC'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_fullcommission,iscopy,"CASE WHEN ActionTypeID IN (2,3,5,6) THEN 1 ELSE 0 END. Source: Fact_CustomerAction. (T2 — Function_Revenue_FullCommissions)","SIBLING_PHRASES: ['ActiveCustomers', 'ActiveOpenCFD', 'AssetType', 'COALESCE', 'CashoutStatusID', 'DISTINC'] || HEADING_ANCHOR: ['BI_DB_PositionPnL_Agg_daily_Staking: 2.3 IsCopy Derivation']"
main.etoro_kpi_prep.v_revenue_adminfee,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsRealFutures'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_revenue_commission,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsRealFutures'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_revenue_fullcommission,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsRealFutures'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_revenue_rollover,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsRealFutures'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_revenue_dividend,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsRealFutures'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_dim_instrument_enriched,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsRealFutures'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_trading_volume_and_amount,iscopyfund,CASE WHEN PositionID matched THEN 1 ELSE 0 END. Source: BI_DB_dbo.BI_DB_CopyFund_Positions. (T2 — Function_Trading_Volume),"SIBLING_PHRASES: ['ActionType', 'ActionTypeID', 'COALESCE', 'DateID', 'IsCopyFund', 'MirrorID'] || HEADING_ANCHOR: ['BI_DB_DDR_Fact_Non_Revenue_Generating_Actions: 2.4 IsCopyFund']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,iscopyfund,CASE WHEN join match THEN 1 ELSE 0 END. Source: BI_DB_dbo.BI_DB_CopyFund_Positions. (T2 — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['ActionType', 'ActionTypeID', 'COALESCE', 'DateID', 'IsCopyFund', 'MirrorID'] || HEADING_ANCHOR: ['BI_DB_DDR_Fact_Non_Revenue_Generating_Actions: 2.4 IsCopyFund']"
main.etoro_kpi_prep.v_revenue_optionsplatform,iscopyfund,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['ActionType', 'ActionTypeID', 'COALESCE', 'DateID', 'IsCopyFund', 'MirrorID'] || HEADING_ANCHOR: ['BI_DB_DDR_Fact_Non_Revenue_Generating_Actions: 2.4 IsCopyFund']"
