hub_id,file,source_field,trigger_raw,trigger_normalized
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,monthly_kpis_wires,monthly_kpis_wires
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,opshighcashoutclientsemail,opshighcashoutclientsemail
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,telesign_sinch_cost,telesign_sinch_cost
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,bi_cy_cost_budget,bi_cy_cost_budget
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,cost_import_file,cost_import_file
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,confluence_embeddings,confluence_embeddings
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,PendingClosureStatusID,pendingclosurestatusid
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,PendingClosureStatus,pendingclosurestatus
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,Approved for Closure,approved for closure
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,triggers,Suggested for Closure,suggested for closure
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_documentanalysis,main bi_output_stg bi_output_operations_documentanalysis
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_ops_ai_doc_verification_checks,main bi_output_stg bi_output_operations_ops_ai_doc_verification_checks
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_ops_kyc_answers,main bi_output_stg bi_output_operations_ops_kyc_answers
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_registrationfunnel,main bi_output_stg bi_output_operations_registrationfunnel
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_electronic_verification_cohort,main bi_output_stg bi_output_operations_electronic_verification_cohort
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_ops_customer_info,main bi_output_stg bi_output_operations_ops_customer_info
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_output_stg.bi_output_operations_risk_alert_management_tool,main bi_output_stg bi_output_operations_risk_alert_management_tool
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.billing.bronze_etoro_backoffice_customerdocument,main billing bronze_etoro_backoffice_customerdocument
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.billing.bronze_etoro_backoffice_customerdocumenttodocumenttype,main billing bronze_etoro_backoffice_customerdocumenttodocumenttype
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,How long did it take customer X to reach Verification Level 3?,how long did it take customer x to reach verification level 3
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,What's the SLA bucket for POI document approvals last week?,what s the sla bucket for poi document approvals last week
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,Which EV vendor had the highest no-match rate for UK customers?,which ev vendor had the highest no-match rate for uk customers
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,How many customers got 'Approved for Closure' last month and why?,how many customers got approved for closure last month and why
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,Show me the alert queue for a specific CID,show me the alert queue for a specific cid
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,What's the registration→FTD time bucket distribution?,what s the registration ftd time bucket distribution
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,Which countries route to a second EV provider after No Match?,which countries route to a second ev provider after no match
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,How many AI-Escalated POI documents pending review?,how many ai-escalated poi documents pending review
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,What's the typical reason for POA decline in country X?,what s the typical reason for poa decline in country x
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,Average time from VL0 to VL3 in the last 30 days?,average time from vl0 to vl3 in the last 30 days
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,Top 10 alert types by volume this week,top 10 alert types by volume this week
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,How big is kyc_answers (it's 475M rows — what's the grain)?,how big is kyc_answers it s 475m rows what s the grain
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,What's the difference between SuggestedDocumentTypeID and BackOffice DocumentClassification?,what s the difference between suggesteddocumenttypeid and backoffice documentclassification
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,How fresh are the OPS portal customer-360 views?,how fresh are the ops portal customer-360 views
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,What's TimeBucketsFromVerificationLevel0toVerificationLevel3?,what s timebucketsfromverificationlevel0toverificationlevel3
domain-ops-and-onboarding,knowledge/skills/domain-ops-and-onboarding/SKILL.md,sample_questions,Which managers approved the most POI documents last quarter?,which managers approved the most poi documents last quarter
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,tableau options dashboards,tableau options dashboards
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,paloma cui workbooks,paloma cui workbooks
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,paloma's repository,paloma s repository
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,1-US Management,1-us management
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US Options Weekly Mgmt Update,us options weekly mgmt update
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US Options Performance Monitoring,us options performance monitoring
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US Options 3.0 Monitoring,us options 3 0 monitoring
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US Options Performance,us options performance
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US KPI Daily Highlights,us kpi daily highlights
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US Acquisition Funnel,us acquisition funnel
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US BOD Operational Insight,us bod operational insight
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US End-End Funnel,us end-end funnel
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,US Trading Monitoring,us trading monitoring
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,workbook 5820,workbook 5820
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,workbook 7008,workbook 7008
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,12 data sources options,12 data sources options
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,apex last reports dates,apex last reports dates
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,UK daily 3-step funnel,uk daily 3-step funnel
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,gatsby legacy user trading data source,gatsby legacy user trading data source
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,options KYC profile,options kyc profile
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,options revenue data source,options revenue data source
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,options accounts FTD data source,options accounts ftd data source
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,options accounts first open pos,options accounts first open pos
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,sample query options population,sample query options population
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,sample query options funded,sample query options funded
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,sample query options traded,sample query options traded
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,sample query options MIMO,sample query options mimo
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,sample query options balance,sample query options balance
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,sample query options revenue,sample query options revenue
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,triggers,9 sample queries options,9 sample queries options
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.etoro_kpi_prep.v_options_aum,main etoro_kpi_prep v_options_aum
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.etoro_kpi_prep.v_mimo_options_platform,main etoro_kpi_prep v_mimo_options_platform
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.etoro_kpi_prep.v_revenue_optionsplatform,main etoro_kpi_prep v_revenue_optionsplatform
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.general.bronze_sodreconciliation_apex_ext765_accountmaster,main general bronze_sodreconciliation_apex_ext765_accountmaster
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext869_cashactivity,main finance bronze_sodreconciliation_apex_ext869_cashactivity
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext872_tradeactivity,main finance bronze_sodreconciliation_apex_ext872_tradeactivity
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.general.bronze_sodreconciliation_apex_ext981_buypowersummary,main general bronze_sodreconciliation_apex_ext981_buypowersummary
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext1047_revenuereports,main finance bronze_sodreconciliation_apex_ext1047_revenuereports
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,sample_questions,Which Tableau workbook is the canonical Options KPI dashboard,which tableau workbook is the canonical options kpi dashboard
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,sample_questions,What data sources does US Options Performance Monitoring read from,what data sources does us options performance monitoring read from
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,sample_questions,Where does the New Signups vs Legacy Accounts segmentation come from,where does the new signups vs legacy accounts segmentation come from
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,sample_questions,Which Tableau dashboard tracks the NY crypto launch (NYDFS+FINRA),which tableau dashboard tracks the ny crypto launch nydfs finra
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,sample_questions,What's the freshness-checker query for Apex SOD files,what s the freshness-checker query for apex sod files
domain-options,knowledge/skills/domain-options/options-dashboard-queries.md,sample_questions,Where can I find the 9 Brian Sullivan sample queries,where can i find the 9 brian sullivan sample queries
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,options sql patterns,options sql patterns
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,options reusable CTE,options reusable cte
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,house accounts exclusion CTE,house accounts exclusion cte
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,4GS 5GU OfficeCode filter,4gs 5gu officecode filter
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,MarketCode 5 options filter,marketcode 5 options filter
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,GCID OptionsApexID join,gcid optionsapexid join
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,Reg classification by RepCode,reg classification by repcode
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,ICT direct funding split,ict direct funding split
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,apex sod freshness query,apex sod freshness query
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,daily AUM dedup,daily aum dedup
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,first funding RN 1 pattern,first funding rn 1 pattern
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,FO1 OptionLevel IS NOT NULL,fo1 optionlevel is not null
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,dim_customer_masked options,dim_customer_masked options
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,RealCID via GCID options,realcid via gcid options
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,cross-instrument PFOF,cross-instrument pfof
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,Equity PFOF aggregate ClearingAccount 3ET00001,equity pfof aggregate clearingaccount 3et00001
domain-options,knowledge/skills/domain-options/options-data-patterns.md,triggers,house list 4GS43999 4GS00100,house list 4gs43999 4gs00100
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.general.bronze_sodreconciliation_apex_ext765_accountmaster,main general bronze_sodreconciliation_apex_ext765_accountmaster
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.general.bronze_sodreconciliation_apex_ext981_buypowersummary,main general bronze_sodreconciliation_apex_ext981_buypowersummary
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.general.bronze_usabroker_apex_options,main general bronze_usabroker_apex_options
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext869_cashactivity,main finance bronze_sodreconciliation_apex_ext869_cashactivity
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext872_tradeactivity,main finance bronze_sodreconciliation_apex_ext872_tradeactivity
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext1047_revenuereports,main finance bronze_sodreconciliation_apex_ext1047_revenuereports
domain-options,knowledge/skills/domain-options/options-data-patterns.md,required_tables,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,main dwh gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked
domain-options,knowledge/skills/domain-options/options-data-patterns.md,sample_questions,What's the canonical house-account exclusion list for Options,what s the canonical house-account exclusion list for options
domain-options,knowledge/skills/domain-options/options-data-patterns.md,sample_questions,How do I join Apex AccountNumber to GCID/RealCID,how do i join apex accountnumber to gcid realcid
domain-options,knowledge/skills/domain-options/options-data-patterns.md,sample_questions,How do I classify Apex accounts by regulatory cohort,how do i classify apex accounts by regulatory cohort
domain-options,knowledge/skills/domain-options/options-data-patterns.md,sample_questions,How do I check Apex SOD freshness,how do i check apex sod freshness
domain-options,knowledge/skills/domain-options/options-data-patterns.md,sample_questions,How do I split MIMO into ICT vs direct funding,how do i split mimo into ict vs direct funding
domain-options,knowledge/skills/domain-options/options-data-patterns.md,sample_questions,What's the canonical pattern for daily Options AUM dedup,what s the canonical pattern for daily options aum dedup
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options ftd,options ftd
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options first time deposit,options first time deposit
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,local ftd vs global ftd,local ftd vs global ftd
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options mimo formula,options mimo formula
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options funded,options funded
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options funded incl churn,options funded incl churn
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options trader,options trader
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options active open trader,options active open trader
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,active options trader buy or sell,active options trader buy or sell
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,contracts traded,contracts traded
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,options aum formula,options aum formula
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,cash equity margin equity,cash equity margin equity
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,PFOF formula,pfof formula
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,PFOF estimate vs final,pfof estimate vs final
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,20% PFOF variance,20 pfof variance
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,new signups vs legacy,new signups vs legacy
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,gatsby legacy cohort,gatsby legacy cohort
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,3.0 states majority states,3 0 states majority states
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,regulatory cohort options,regulatory cohort options
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,cohort by repcode,cohort by repcode
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,is_funded options,is_funded options
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,is_ftd options,is_ftd options
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,is_global_ftd,is_global_ftd
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,is_internal_transfer,is_internal_transfer
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,icapex internal transfer,icapex internal transfer
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,house accounts options,house accounts options
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,first options trade,first options trade
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,first opens position,first opens position
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,unity date,unity date
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,triggers,November 1 2022,november 1 2022
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,required_tables,main.etoro_kpi_prep.v_options_aum,main etoro_kpi_prep v_options_aum
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,required_tables,main.etoro_kpi_prep.v_mimo_options_platform,main etoro_kpi_prep v_mimo_options_platform
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,required_tables,main.etoro_kpi_prep.v_revenue_optionsplatform,main etoro_kpi_prep v_revenue_optionsplatform
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext872_tradeactivity,main finance bronze_sodreconciliation_apex_ext872_tradeactivity
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,required_tables,main.general.bronze_sodreconciliation_apex_ext765_accountmaster,main general bronze_sodreconciliation_apex_ext765_accountmaster
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,required_tables,main.general.bronze_usabroker_apex_options,main general bronze_usabroker_apex_options
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,sample_questions,How is Options FTD computed in v_mimo_options_platform (Local vs Global),how is options ftd computed in v_mimo_options_platform local vs global
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,sample_questions,What's the difference between Active Open Options Trader (Buy) and Active Options Trader (Buy or Sell),what s the difference between active open options trader buy and active options trader buy or sell
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,sample_questions,How is PFOF revenue calculated and how does it relate to Apex Finance final,how is pfof revenue calculated and how does it relate to apex finance final
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,sample_questions,What defines an Options Funded account vs cumulative-since-Unity Funded,what defines an options funded account vs cumulative-since-unity funded
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,sample_questions,How is the 'Legacy Accounts' segment (Gatsby cohort) defined in the dashboard,how is the legacy accounts segment gatsby cohort defined in the dashboard
domain-options,knowledge/skills/domain-options/options-metric-definitions.md,sample_questions,What's the formula for Monthly Contracts Traded (Buy and Sell),what s the formula for monthly contracts traded buy and sell
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT765,apex_ext765
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT869,apex_ext869
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT872,apex_ext872
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT981,apex_ext981
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT1047,apex_ext1047
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT1034,apex_ext1034
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT538,apex_ext538
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT870,apex_ext870
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT922,apex_ext922
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex_EXT235,apex_ext235
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,bronze_sodreconciliation_apex,bronze_sodreconciliation_apex
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,bronze_usabroker_apex,bronze_usabroker_apex
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,bronze_usabroker_dictionary,bronze_usabroker_dictionary
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,main.general apex,main general apex
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,main.finance apex,main finance apex
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,main.bi_db apex,main bi_db apex
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,main.trading apex,main trading apex
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,AccountMaster,accountmaster
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,CashActivity,cashactivity
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,TradeActivity,tradeactivity
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,BuyPowerSummary,buypowersummary
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,RevenueReports,revenuereports
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,NewAccountFinancialInformation,newaccountfinancialinformation
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,ClosedAccounts,closedaccounts
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,StockActivity,stockactivity
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,DividendReport,dividendreport
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,MandatoryCorporateActions,mandatorycorporateactions
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,usabroker apex options,usabroker apex options
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,apex options reasoning form,apex options reasoning form
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,eligibility status dictionary,eligibility status dictionary
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,appropriateness test result,appropriateness test result
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,options status dictionary,options status dictionary
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,reasoning status dictionary,reasoning status dictionary
domain-options,knowledge/skills/domain-options/options-source-tables.md,triggers,38 apex tables,38 apex tables
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.general.bronze_sodreconciliation_apex_ext765_accountmaster,main general bronze_sodreconciliation_apex_ext765_accountmaster
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.general.bronze_sodreconciliation_apex_ext981_buypowersummary,main general bronze_sodreconciliation_apex_ext981_buypowersummary
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.general.bronze_usabroker_apex_options,main general bronze_usabroker_apex_options
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext869_cashactivity,main finance bronze_sodreconciliation_apex_ext869_cashactivity
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext872_tradeactivity,main finance bronze_sodreconciliation_apex_ext872_tradeactivity
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.finance.bronze_sodreconciliation_apex_ext1047_revenuereports,main finance bronze_sodreconciliation_apex_ext1047_revenuereports
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.bi_db.bronze_sodreconciliation_apex_ext1034_newaccountfinancialinformation,main bi_db bronze_sodreconciliation_apex_ext1034_newaccountfinancialinformation
domain-options,knowledge/skills/domain-options/options-source-tables.md,required_tables,main.trading.bronze_sodreconciliation_apex_ext235_mandatorycorporateactions,main trading bronze_sodreconciliation_apex_ext235_mandatorycorporateactions
domain-options,knowledge/skills/domain-options/options-source-tables.md,sample_questions,"Which schema holds apex_EXT765_AccountMaster, EXT869_CashActivity, EXT981_BuyPowerSummary",which schema holds apex_ext765_accountmaster ext869_cashactivity ext981_buypowersummary
domain-options,knowledge/skills/domain-options/options-source-tables.md,sample_questions,What PII fields live in the Apex SOD bronze tables and where,what pii fields live in the apex sod bronze tables and where
domain-options,knowledge/skills/domain-options/options-source-tables.md,sample_questions,Is apex_EXT765 in Synapse or only in Unity Catalog,is apex_ext765 in synapse or only in unity catalog
domain-options,knowledge/skills/domain-options/options-source-tables.md,sample_questions,Which USABroker dictionaries exist and what dimension do each resolve,which usabroker dictionaries exist and what dimension do each resolve
domain-options,knowledge/skills/domain-options/options-source-tables.md,sample_questions,What's the difference between EXT1034 and EXT765 (which one has the Gatsby-era cohort),what s the difference between ext1034 and ext765 which one has the gatsby-era cohort
domain-options,knowledge/skills/domain-options/options-source-tables.md,sample_questions,Where are pre-Unity-Date accounts stored,where are pre-unity-date accounts stored
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,v_options_aum,v_options_aum
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,v_mimo_options_platform,v_mimo_options_platform
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,v_mimo_optionsplatform,v_mimo_optionsplatform
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,v_revenue_optionsplatform,v_revenue_optionsplatform
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,main.etoro_kpi_prep options,main etoro_kpi_prep options
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,options aum view,options aum view
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,options mimo view,options mimo view
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,options revenue view,options revenue view
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,options pfof view,options pfof view
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,Function_MIMO_Options_Platform,function_mimo_options_platform
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,Function_Revenue_OptionsPlatform,function_revenue_optionsplatform
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,Function_AUM_OptionsPlatform,function_aum_optionsplatform
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,9-step CTE,9-step cte
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,MIMORecords,mimorecords
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,DEPOSIT_UNIQUE_FOR_FTDJOIN,deposit_unique_for_ftdjoin
domain-options,knowledge/skills/domain-options/options-views-architecture.md,triggers,GLOBAL_FTD,global_ftd
